dataset,raw_mu4_difference_vs_CUE,pair_part_difference,gt2_difference,pair_share_of_raw_difference,gt2_share_of_raw_difference
D0_first_10000,-0.28491727543346546,-0.2051444036194403,-0.0797728718140257,0.7200139173987928,0.2799860826012091
D1_near_1e12,0.08947299102678352,0.0713505383044768,0.01812245272230592,0.7974533709632908,0.20254662903670012
D2_near_1e21,0.026006629536110992,0.03227381080147129,-0.0062671812653612435,1.2409839866660972,-0.24098398666613344
