source,index,point_count,span,mean_spacing,mu1,mu2,mu3,mu4_raw,mu4_gt2,q4_per_core,pair_part_per_core,three_index_part_per_core,reconstruction_relative_error,window_start
CUE,26,512,510.7465721918757,0.9995040551700112,1.0,1.3103959096701716,1.9084816447422028,2.9898590684820676,0.03112222345525148,0.003833641154401171,1.9587368450268157,0.02728858230085031,0.0,-1
CUE,27,512,510.58296635028626,0.9991838871825562,1.0,1.3082166698462525,1.931138395985272,3.095563588379367,0.14633775339650906,-0.0031424651701725814,1.9492258349828577,0.14948021856668164,0.0,-1
CUE,28,512,510.5497047041613,0.9991187958985543,1.0,1.3550922344525527,2.0666379765419376,3.4105307358314247,0.16219551720691217,-0.0077757048392981115,2.2483352186245127,0.1699712220462103,0.0,-1
CUE,29,512,510.7773320864279,0.9995642506583716,1.0,1.3284188628643168,1.9849480926881045,3.20507501396426,0.11587005701632508,0.0004643263895309502,2.0892049569479347,0.11540573062679413,0.0,-1
CUE,30,512,511.3654993167776,1.0007152628508367,1.0,1.3526387287557142,2.060840464594531,3.3959481782238297,0.1447848501854833,-0.0011584618809690195,2.251163328038346,0.1459433120664523,0.0,-1
CUE,31,512,510.8352066190093,0.9996775080606836,1.0,1.3365459332820393,2.0289456312482033,3.3662941040589587,0.21984975469220197,0.0033753432098606317,2.1464443493667567,0.21647441148234134,0.0,-1
CUE,32,512,510.66774674675895,0.9993497979388629,1.0,1.2842406034536569,1.8413516294167505,2.844504565137063,0.056662769110273535,0.0038581651723993138,1.7878417960267892,0.05280460393787422,0.0,-1
CUE,33,512,509.79402028342963,0.9976399614157135,1.0,1.3234038060879538,1.9603290074579576,3.127502805472684,0.08710542585011186,-0.00863713471978897,2.0403973796225716,0.09574256056990083,0.0,-1
CUE,34,512,510.5761693534282,0.9991705858188419,1.0,1.321958176024578,1.9653369556874112,3.171761450294597,0.13714893615124968,-0.006363522191652329,2.0346125141433475,0.143512458342902,0.0,-1
CUE,35,512,510.53360240554935,0.9990872845509772,1.0,1.301366865084847,1.9031810405472287,3.0194144344914533,0.10913992306394657,0.005311935263885979,1.9102745114275068,0.10382798780006058,0.0,-1
CUE,36,512,510.8743785242671,0.9997541654095247,1.0,1.335774405676683,2.009761607239426,3.2622834364135285,0.13529975325643717,0.0061128965681203976,2.1269836831570914,0.12918685668831678,0.0,-1
CUE,37,512,511.50815044097703,1.000994423563556,1.0,1.3286632773904434,1.9788796633748598,3.1890196661291963,0.09873017670956018,0.006821832428102512,2.090289489419636,0.09190834428145767,0.0,-1
CUE,38,512,511.09034240955447,1.0001767953220242,1.0,1.2793355304305,1.8170018818863962,2.775686454040322,0.019847734789473215,-0.001310222196808819,1.755838719250849,0.021157956986282034,0.0,-1
CUE,39,512,511.15994366339976,1.0003130012982382,1.0,1.309436588860151,1.9042300897926652,2.9703223777324266,0.01925362174192516,0.0031563456720272234,1.951068755990501,0.016097276069897935,1.49508758099545e-16,-1
CUE,40,512,510.9650588074679,0.9999316219324226,1.0,1.362844241684763,2.113556860081964,3.57897255353604,0.24252367515570028,0.0018255823926570797,2.33644887838034,0.24069809276304321,0.0,-1
CUE,41,512,510.7003296117142,0.9994135608839808,1.0,1.3473902828802968,2.0502859010298162,3.3893237787449486,0.1653716512820366,-0.005990149508563497,2.223952127462912,0.1713618007906001,0.0,-1
CUE,42,512,510.7408467798855,0.9994928508412632,1.0,1.3680848456832855,2.1187298481180274,3.579105087830855,0.2367001785659894,0.008672444614568744,2.3424049092648653,0.22802773395142067,0.0,-1
CUE,43,512,510.10292467269505,0.9982444709837477,1.0,1.3574020543876897,2.0818820576254105,3.4766211291355056,0.19247188020250533,-0.0042167404789582585,2.2841492489330006,0.1966886206814636,0.0,-1
CUE,44,512,510.30150499540497,0.9986330821827885,1.0,1.3211200169259558,1.965992519703663,3.1545168262392824,0.12379996800588944,-0.0026419841613805617,2.0307168582333928,0.12644195216727,0.0,-1
