u_center,empirical_full,block_mean,block_se,block_ci95_low,block_ci95_high,gue_theory,pair_count_full
6.25,1.0897061673400463,1.0894538872889168,0.025432130595107898,1.0396069113225053,1.1393008632553283,0.9987030888493781,1089
6.3500000000000005,0.9696380559493302,0.9701504042277318,0.02717211881162618,0.9168930513569444,1.0234077570985192,0.998005130124222,969
6.45,1.0316892052375144,1.0362290555750537,0.03314358324462267,0.9712676324155933,1.1011904787345141,0.997624140909992,1031
6.550000000000001,0.9426391435162198,0.9382033502164953,0.03115609448713615,0.8771374050217084,0.9992692954112821,0.9976961324446812,942
6.65,0.9716685437122395,0.9707673416868866,0.03137026037761118,0.9092816313467686,1.0322530520270046,0.9981810584981388,971
6.75,0.9436587090120022,0.9466755367658906,0.027469274694932055,0.8928357583638238,1.0005153151679573,0.9988881077240895,943
6.8500000000000005,0.9897007456145447,0.9873961864156211,0.025360931464087584,0.9376887607460095,1.0371036120852328,0.9995549460690228,989
6.95,0.9716977162898066,0.9723842823961574,0.0341656209444339,0.9054196653450669,1.0393488994472477,0.9999486671321303,971
7.050000000000001,1.0617730121161366,1.0648598365215618,0.02926984938768438,1.0074909317217005,1.1222287413214231,0.9999501130556757,1061
7.15,1.0337629578933334,1.0325954555110353,0.02523821521811992,0.9831285536835203,1.0820623573385504,0.9995915097447058,1033
7.25,1.1318466666222862,1.131274241600614,0.036626328926332774,1.0594866369050018,1.2030618462962264,0.9990361837465651,1131
7.3500000000000005,0.992752546713289,0.9975358025464454,0.029053795294038447,0.9405903637701301,1.0544812413227607,0.9985110252104945,992
7.45,0.9827547960913287,0.9835205610885034,0.02893918861943747,0.926799751394406,1.0402413707826008,0.9982191490871211,982
7.550000000000001,0.9187147983840848,0.9197825491117599,0.024284120298980867,0.8721856733257575,0.9673794248977624,0.9982660115294582,918
7.65,0.9117184726282929,0.9036946794448418,0.03013098663531675,0.844637945639621,0.9627514132500626,0.9986255176971923,911
7.75,1.003801076158348,1.0054628794329712,0.019211631543860696,0.9678080816070043,1.0431176772589381,0.9991565354119264,1003
7.8500000000000005,1.0038111228293487,1.0026192132092748,0.03009736143796134,0.9436283847908706,1.061610041627679,0.9996611133421027,1003
7.95,1.12191777790163,1.1206524352742455,0.04103952412607241,1.0402149679871435,1.2010899025613475,0.9999607688643601,1121
8.05,1.0949066312577298,1.0934862026882022,0.039536847360393534,1.0159939818618309,1.1709784235145735,0.9999617374970059,1094
8.15,1.022857200257335,1.0276188667537618,0.03498440527309353,0.9590494324184985,1.0961883010890252,0.9996856028743832,1022
8.25,1.0038513115245007,1.0003735921470787,0.02456050513800315,0.9522350020765925,1.048512182217565,0.9992556754186054,1003
8.350000000000001,0.943809832229953,0.9456567897489474,0.03180297710172667,0.8833229546295631,1.0079906248683317,0.9988463101500081,943
8.45,0.9238019030247046,0.9184186432360821,0.039021210943689336,0.841937069786451,0.9949002166857133,0.9986157112455157,923
8.55,0.9588419083161657,0.9582500200922276,0.02570368324323591,0.9078708009354852,1.00862923924897,0.998647902906302,958
8.65,0.9718630606561155,0.9716978930417977,0.027950971020106373,0.9169139898423891,1.026481796241206,0.9989249471674154,971
8.75,1.0759662695043872,1.080771125920723,0.032924824306678147,1.0162384702796339,1.1453037815618123,0.9993383106374378,1075
8.850000000000001,1.0139206893411314,1.013840754015518,0.032815412303662375,0.9495225459003398,1.0781589621306964,0.9997333710865169,1013
8.95,1.0469611618755446,1.0425256958258862,0.02614388061491449,0.9912836898206537,1.0937677018311185,0.9999690458368931,1046
9.05,1.0279539924535899,1.0264439113530277,0.02597375389726514,0.975535353714388,1.0773524689916674,0.9999697261274042,1027
9.15,0.9889276638895242,0.986939526403949,0.024652033836829963,0.9386215400837623,1.0352575127241357,0.9997505683289883,988
9.25,1.0189660315998978,1.0197894485324992,0.03807048133414364,0.9451713051175776,1.0944075919474208,0.9994079112716299,1018
9.350000000000001,0.9829417086582696,0.9801801669714789,0.023774177712101333,0.9335827786557603,1.0267775552871976,0.9990798920121701,982
9.45,0.9599292613624469,0.962064640370986,0.03228200884927087,0.8987919030264151,1.025337377715557,0.9988931812906463,959
9.55,0.945925164432039,0.9469816805273075,0.030377442138813205,0.8874418939352335,1.0065214671193814,0.998916239381683,945
9.650000000000002,0.9599484799734838,0.9624540199281464,0.02941752389980438,0.9047956730845298,1.0201123667717629,0.9991362115432246,959
9.75,1.0250230278594443,1.0228066561617528,0.03113418793520679,0.9617836478087475,1.083829664514758,0.9994670812168713,1024
9.850000000000001,1.0580665883391713,1.064875957636319,0.02477627456530164,1.0163144594883278,1.11343745578431,0.9997847608227342,1057
9.95,1.0120303021226746,1.0109896451190115,0.02369300686672139,0.9645513516602375,1.0574279385777854,0.9999749551188073,1011
10.05,0.9730002979751502,0.9796092623134933,0.04143175668756785,0.8984030192058603,1.0608155054211263,0.9999754510447734,972
10.150000000000002,1.106148243487123,1.0940806605095106,0.03342669519013755,1.028564337936841,1.1595969830821802,0.9997972962889051,1105
10.25,0.982029221852024,0.9687027719891436,0.037756907975705814,0.8946992323567602,1.042706311621527,0.9995178051938497,981
10.350000000000001,0.9780348163667808,0.9842349966728164,0.033837936466693766,0.9179126411980967,1.0505573521475362,0.99924910135064,977
10.45,0.9199825941423365,0.9191412243980055,0.03329846437078923,0.8538762342312586,0.9844062145647524,0.9990948771521525,919
10.55,0.9089799329597568,0.9090639580493163,0.0263490260049992,0.8574198670795179,0.9607080490191147,0.999111954558145,908
10.650000000000002,1.0431349917884107,1.0441244144232027,0.0364645226611759,0.9726539500072979,1.1155948788391075,0.9992908096668116,1042
10.75,0.9800761814112869,0.9840475334603479,0.029397894152703212,0.9264276609210496,1.0416674059996462,0.9995616173774263,979
10.850000000000001,1.0511647530680146,1.0486539159612744,0.026148472984982126,0.9974029089107095,1.0999049230118394,0.9998226078865444,1050
10.95,1.0711976632791784,1.0723411569707386,0.03590622028242827,1.0019649652171791,1.142717348724298,0.9999793206492752,1070
11.05,1.0451790252349389,1.0541226811359297,0.028843521631715597,0.9975893787377671,1.1106559835340923,0.9999796932425603,1044
11.150000000000002,1.0632099979382337,1.0646378552547433,0.03477443904830899,0.9964799547200577,1.132795755789429,0.999832025232148,1062
11.25,0.9741183479066714,0.9738035478198637,0.03396055386699969,0.9072408622405442,1.040366233399183,0.9995997187806722,973
11.350000000000001,0.9330805653122979,0.929036144581844,0.03394239432915032,0.8625090516967094,0.9955632374669786,0.999375589353055,932
11.45,0.9400980935349476,0.9414504644870856,0.029548252362273618,0.8835358898570292,0.9993650391171419,0.9992460732801277,939
11.55,0.9501193006394726,0.9405912742405352,0.032247439403476394,0.8773862930097215,1.0037962554713489,0.9992590717730773,949
11.650000000000002,0.9991870980193343,0.9929988203537501,0.03423028287555735,0.9259074659176577,1.0600901747898426,0.9994073337835211,998
11.75,1.1003182520591128,1.1058700499640537,0.03232112239800666,1.0425206500639606,1.1692194498641468,0.9996330604485565,1099
11.850000000000001,1.0412579071073833,1.0426154981039122,0.03849942099314655,0.9671566329573449,1.1180743632504795,0.9998512842096083,1040
11.95,1.0502793089063382,1.048948624693152,0.0317072711264469,0.9868023732853162,1.111094876100988,0.9999826368176308,1049
12.05,1.087335319491795,1.0881602997792332,0.038133446908177944,1.0134187438392044,1.162901855719262,0.9999829238074395,1086
12.150000000000002,0.9852197675883619,0.9868944194623843,0.03466931880179621,0.9189425546108637,1.0548462843139048,0.9998585375327184,984
12.25,0.9461808971907143,0.9481360549220905,0.038171145140438414,0.8733206104468312,1.0229514993973499,0.9996624033864479,945
12.350000000000001,0.9481928907345101,0.9513550114961214,0.028803597438945592,0.8948999605157881,1.0078100624764548,0.999472614594135,947
12.45,0.9221693735830349,0.9197485500709937,0.031240797013191574,0.8585165879251382,0.9809805122168491,0.9993623220413086,921
12.55,0.9612285160406079,0.9579197002756725,0.0316754864118551,0.8958357469084365,1.0200036536429085,0.9993724437530067,960
12.650000000000002,1.0823941986286092,1.0791862879121332,0.025742024598050386,1.0287319196999545,1.129640656124312,0.9994973323091062,1081
12.75,1.0703894401414145,1.0712266576751726,0.042249570893451736,0.9884174987240072,1.154035816626338,0.9996883623724957,1069
12.850000000000001,1.051375272746617,1.057041411956503,0.030207720590454207,0.9978342795992128,1.1162485443137933,0.9998735299969642,1050
12.95,1.019343567010508,1.0142086501584395,0.030879864069663594,0.9536841165818989,1.0747331837349803,0.9999852148545771,1018
13.05,1.0033324971533566,0.999961164781823,0.03394263757371436,0.9334335951373428,1.066488734426303,0.9999854405786746,1002
13.150000000000002,0.9542768910921922,0.9601505382095782,0.031351836265767326,0.8987009391286742,1.0216001372904822,0.9998792346682689,953
13.25,0.9462756481213223,0.9449261521917902,0.03940639052525683,0.8676896267622868,1.0221626776212935,0.999711438423233,945
13.350000000000001,0.9683150424948139,0.9708113426971534,0.029743914028633963,0.9125132712010309,1.029109414193276,0.9995486645032694,967
13.45,0.9843466585976344,0.9812863062981965,0.03386084233626806,0.9149190553191111,1.0476535572772818,0.9994536190611404,983
13.55,1.0033827357198861,1.002048437681872,0.04108953403596678,0.921512950971377,1.0825839243923667,0.9994616539655393,1002
13.650000000000002,1.060472014266571,1.0598117356471428,0.040264256671531044,0.980893792570942,1.1387296787233436,0.9995682854160606,1059
13.75,1.0454616339198133,1.0477451082494134,0.03347717918506619,0.9821298370466837,1.1133603794521432,0.999732043150698,1044
13.850000000000001,1.014428391947463,1.0150413972126464,0.0338778066168873,0.9486408962435473,1.0814418981817455,0.9998911335058386,1013
13.95,0.9693746471350888,0.9761268815195734,0.03225618645225093,0.9129047560731616,1.0393490069659852,0.9999872586125549,968
14.05,0.9874100974124553,0.9845930072893665,0.03086634221337311,0.9240949765511552,1.0450910380275777,0.999987439339166,986
14.150000000000002,0.9643868628556884,0.9621609931005167,0.028217462448420834,0.9068547667016119,1.0174672194994216,0.9998957008174592,963
14.25,0.9954414767433212,1.0003944479264266,0.032708506176854814,0.9362857758197912,1.0645031200330621,0.9997505172455714,994
14.350000000000001,0.9814310033272888,0.970770405989167,0.03321212751057925,0.9056746360684317,1.0358661759099024,0.9996093766316645,980
14.45,1.0315143444646984,1.031767779249877,0.03732455218006995,0.9586116569769398,1.104923901522814,0.9995266259848802,1030
14.55,1.0595661229227575,1.0699875314509153,0.03207521713285565,1.0071201058705181,1.1328549570313124,0.9995331104838532,1058
14.650000000000002,0.9564232342864751,0.9548737716501512,0.03638464177591539,0.8835598737693571,1.0261876695309453,0.9996252110539852,955
14.75,0.9534283124011309,0.9623044727009397,0.023568279846848433,0.9161106442011168,1.0084983012007627,0.9997671446512097,952
14.850000000000001,0.9784756205707035,0.9697340846147302,0.028633277234713133,0.9136128612346924,1.0258553079947679,0.9999053019847123,977
14.95,1.0025219100854712,0.9956806404424181,0.021377368414428388,0.9537809983501384,1.0375802825346978,0.9999889061381851,1001
15.05,0.9985258295065322,1.0010709504037802,0.036699844782578955,0.9291392546299255,1.073002646177635,0.9999890530751304,997
15.150000000000002,0.985515804810158,0.9826982384994402,0.04149181727501063,0.9013742766404194,1.064022200358461,0.9999090152683232,984
15.25,1.0215814931881517,1.024155448457273,0.03400266247937852,0.9575102299976911,1.0908006669168548,0.9997821635396026,1020
15.350000000000001,0.9995573941633142,0.9944135523253838,0.031249278918413212,0.9331649656452938,1.0556621390054737,0.9996586143489435,998
15.45,0.9645124368289557,0.9646793358642671,0.03705354661365592,0.8920543845015015,1.0373042872270328,0.9995859210616057,963
15.55,0.9775426452488356,0.9762424904151429,0.032384247343196136,0.9127693656224785,1.0397156152078073,0.9995912297110573,976
15.650000000000002,0.9455015371872761,0.9578777177645744,0.024230164727103765,0.9103865948994511,1.005368840629698,0.9996715771700597,944
15.75,0.9465126084920954,0.9498631779996265,0.035369597075800695,0.8805387677310571,1.0191875882681958,0.9997957748880981,945
15.850000000000001,0.961546249524233,0.9541897295866522,0.03236981094321959,0.8907449001379417,1.0176345590353626,0.9999168743123077,960
15.95,0.9795850538611668,0.9739608078903268,0.031060687972433807,0.9130818594643565,1.034839756316297,0.9999902536105176,978
16.05,0.9906128043841697,0.99487372548938,0.03920956802390206,0.9180229721625319,1.0717244788162281,0.999990374682504,989
16.15,1.0346949214385825,1.0322338300187144,0.031756172785263666,0.9699917313595976,1.0944759286778312,0.9999199338896135,1033
16.25,1.0126689682232815,1.0117308211109999,0.04766501722711508,0.9183073873458543,1.1051542548761455,0.9998081492380737,1011
16.35,1.01768741649463,1.0212610265283568,0.03578278366886057,0.9511267705373901,1.0913952825193236,0.9996990970061777,1016
16.450000000000003,0.9385656116490385,0.9305514900918233,0.03482546636417144,0.8622935760180472,0.9988094041655993,0.9996347347944233,937
16.55,0.9135329908147954,0.9214283194485665,0.02977798052321207,0.8630634776230709,0.9797931612740621,0.9996391355398653,912
16.65,0.9846621992003954,0.981611935019845,0.04074736047426096,0.9017471084902935,1.0614767615493965,0.9997098426694584,983
16.75,0.9476091268528399,0.9476833070188608,0.030843995649201077,0.8872290755464267,1.008137538491295,0.999819432063012,946
16.85,0.992695615320748,0.9923853557457999,0.03841038109008846,0.9171010088092265,1.0676697026823732,0.9999264480867973,991
16.950000000000003,1.08185873329021,1.076399071710274,0.03391294617975184,1.0099296971979603,1.1428684462225878,0.9999913697031865,1080
17.05,1.0498141764887448,1.0517543687709132,0.040209540105343416,0.9729436701644402,1.1305650673773864,0.9999914706414624,1048
17.15,1.0979082672239981,1.1026736859346806,0.03385780141177859,1.0363123951675945,1.1690349767017667,0.99992899882506,1096
17.25,0.9967423994489685,0.9962644806187679,0.04479554259321275,0.908465217136071,1.0840637441014649,0.9998297480636129,995
17.35,1.0278069818852917,1.029666651793479,0.029041638796986763,0.9727450397513849,1.086588263835573,0.9997327836272503,1026
17.450000000000003,1.0177995664477584,1.0153946565791525,0.037648291230223646,0.9416040057679141,1.0891853073903908,0.9996753994538894,1016
17.55,0.9336601370387084,0.9326877916316517,0.030779241804897484,0.8723604776940527,0.9930151055692508,0.9996790880665187,932
17.65,0.9366748647674937,0.9348886355617354,0.03277354363927649,0.8706524900287534,0.9991247810947174,0.9997417902701536,935
17.75,0.9677400903027873,0.9651960653742517,0.023304445585622353,0.919519352026432,1.0108727787220715,0.9998392046282208,966
17.85,1.0248530339845099,1.0286401383687456,0.03415295954045985,0.9617003376694443,1.095579939068047,0.9999344583540827,1023
17.950000000000003,1.040892444285237,1.0329793613519338,0.039706973130386784,0.9551536940163757,1.110805028687492,0.999992304510827,1039
18.05,1.0849834564789493,1.0850608281457697,0.02899693230586969,1.0282268408262651,1.1418948154652742,0.999992389543204,1083
18.15,1.1260698277132808,1.1299180884671853,0.032469190185148065,1.0662784757042951,1.1935577012300755,0.999936607113733,1124
18.25,1.0389200275226238,1.0388486932132746,0.04181972027315602,0.9568820414778887,1.1208153449486604,0.9998478946389306,1037
18.35,1.003865282062066,1.0162565459246202,0.034739026611488096,0.9481680537661036,1.084345038083137,0.9997611144471603,1002
18.450000000000003,0.9317405850729517,0.9292129486248518,0.027149716541972145,0.8759995042025864,0.9824263930471172,0.9997096329263385,930
18.55,0.9067028796408283,0.9065869824159674,0.031617457505057026,0.8446167657060556,0.9685571991258791,0.9997127551302532,905
18.65,0.9447838478964382,0.9462122658523008,0.03707004555826671,0.873554976558098,1.0188695551465035,0.9997687379609828,943
18.75,0.9638294467370893,0.953666416531845,0.02905876395229953,0.8967112391853379,1.010621593878352,0.999855898761042,962
18.85,1.0560149850248899,1.0484175041625687,0.030529177100669894,0.9885803170452557,1.1082546912798816,0.9999412279180849,1054
18.950000000000003,1.0760640018287573,1.0684025614136252,0.03148340499783758,1.0066950876178635,1.130110035209387,0.9999930952698735,1074
19.05,1.0991192158948655,1.1029329264789276,0.03936958417324156,1.0257685414993742,1.180097311458481,0.9999931675702144,1097
19.150000000000002,1.0851030428753696,1.0906892455985386,0.02081599375003328,1.0498898978484734,1.1314885933486039,0.9999430549173387,1083
19.25,1.0320104645829582,1.0378638661908153,0.03219292444081756,0.9747657342868129,1.1009619980948178,0.9998632873217846,1030
19.35,0.9328265727324971,0.9341001816972498,0.025957319541584555,0.8832238353957441,0.9849765279987556,0.9997851674496964,931
19.450000000000003,0.9067846482361683,0.9062027790240901,0.03925847403434934,0.8292561699167653,0.9831493881314148,0.9997387231704996,905
19.55,0.9198195008986354,0.9250947277762332,0.024774835539766022,0.8765360501182918,0.9736534054341747,0.9997413892431576,918
19.650000000000002,0.9809502340289638,0.9741895313316397,0.02964848753264322,0.916078495767659,1.0323005668956204,0.9997916771476253,979
19.75,1.0250481564524443,1.026475175699788,0.03348715376935569,0.9608403543118509,1.0921099970877253,0.9998701218604168,1023
19.85,1.032072513155044,1.025602467327912,0.04002258571656774,0.9471581993234393,1.1040467353323848,0.9999470003792263,1030
19.950000000000003,1.1002203642033228,1.1081866026419633,0.03291314294393132,1.0436768424718579,1.1726963628120688,0.9999937701249357,1098
20.05,1.0210708431322582,1.026053643074959,0.036528116882240315,0.954458533985768,1.09764875216415,0.9999938321133568,1019
20.150000000000002,1.0641688929455844,1.0606656536202133,0.0330413915829058,0.9959045261177178,1.1254267811227086,0.9999485667836726,1062
20.25,0.9649763780033939,0.9577315416881435,0.028929436029900932,0.9010298470695376,1.0144332363067492,0.9998764564137878,963
20.35,0.918891179845064,0.9151744810881516,0.026171709784996722,0.863877929909558,0.9664710322667451,0.9998057624481499,917
20.450000000000003,1.0010703248734012,1.0071197151343747,0.033967596510312274,0.9405432259741626,1.0736962042945868,0.9997636511551412,999
20.55,0.9439616579190225,0.9437166651530415,0.032193178484080105,0.8806180353242445,1.0068152949818385,0.9997659457905362,942
20.650000000000002,0.9710276148056408,0.9689483956847029,0.02955160150464416,0.9110272567356004,1.0268695346338055,0.999811365158813,969
20.75,1.0081151394215875,1.0160988073732518,0.041574454748157734,0.9346128760668626,1.097584738679641,0.9998823385877285,1006
20.85,1.0692541090034924,1.060183083900067,0.034864619912327824,0.9918484288719045,1.1285177389282295,0.9999519623597208,1067
20.950000000000003,1.0492223726202936,1.0530548130890716,0.031090505365110772,0.9921174225734545,1.1139922036046888,0.9999943506682002,1047
21.05,1.0412158265633829,1.031347890215568,0.0315833505818017,0.9694445230752367,1.0932512573558992,0.9999944042160668,1039
21.150000000000002,1.003144839130744,1.0064987393616873,0.0346127774945721,0.938657695472326,1.0743397832510486,0.9999533154646227,1001
21.25,0.9760967687377582,0.9754230536899584,0.03376731249156684,0.9092391212064874,1.0416069861734294,0.9998878104540985,974
21.35,0.9731000629934164,0.9734989035816672,0.03020082186516523,0.9143052927259434,1.032692514437391,0.9998235318779436,971
21.450000000000003,0.9310185569024835,0.9392183748820562,0.03701307043039235,0.8666727568384872,1.0117639929256252,0.9997851746560993,929
21.55,1.0312461750962452,1.0418511211131327,0.035909571945002286,0.9714683601009282,1.1122338821253372,0.9997871637689459,1029
21.650000000000002,0.9881622153355397,0.9834928499498856,0.028054381018769906,0.9285062631530966,1.0384794367466745,0.9998283885655882,986
21.75,1.051310905786155,1.0464777272199872,0.03428485564494743,0.9792794101558903,1.1136760442840843,0.9998929093051739,1049
