u_center,empirical_pair_correlation,GUE_bin_average,pair_count,residual_empirical_minus_GUE
0.05,0.006000682189584273,0.010880075773905361,6,-0.004879393584321088
0.15000000000000002,0.07700952485874088,0.07413404796904367,77,0.0028754768896972066
0.25,0.17902393245471257,0.19095854114451258,179,-0.011934608689800008
0.35000000000000003,0.3190458410861749,0.34397032721535326,319,-0.024924486129178358
0.45,0.5320817706688308,0.5115819583831043,532,0.020499812285726504
0.55,0.6831118113789854,0.6721885543830427,683,0.010923256995942654
0.6500000000000001,0.7941379245214513,0.8080880987057939,794,-0.013950174184342634
0.75,0.9151680954420962,0.9082828445338806,915,0.006885250908215568
0.8500000000000001,0.9331807346638876,0.9696220624379863,933,-0.0364413277740987
0.95,0.9902016791039588,0.9961768215519744,990,-0.005975142448015558
1.05,1.019217779933285,0.9971682598039076,1019,0.022049520129377553
1.1500000000000001,0.9772185768511111,0.9840897678865965,977,-0.006871191035485391
1.25,0.9822295188029887,0.9677947309947521,982,0.014434787808236593
1.35,0.9472308118075868,0.9562443325964874,947,-0.009013520788900609
1.4500000000000002,0.9342369868745656,0.9533617580525251,934,-0.01912477117795952
1.55,0.9482500229333461,0.9591011977685195,948,-0.010851174835173394
1.6500000000000001,0.9782677191602251,0.9705117715364148,978,0.0077559476238103775
1.75,0.9782775034646752,0.9833461401644015,978,-0.005068636699726237
1.85,1.0243008004867096,0.9936840682034461,1024,0.030616732283263448
1.9500000000000002,0.9702946426185282,0.9991179420578019,970,-0.028823299439273753
2.05,1.0093165841210052,0.9992406350449042,1009,0.010075949076100987
2.1500000000000004,0.9773163188742592,0.9954171041495948,977,-0.01810078527533565
2.25,0.9993334371113786,0.9900341693999467,999,0.009299267711431858
2.3500000000000005,0.984338276060619,0.98554896777027,984,-0.0012106917096510461
2.45,0.9673421074711772,0.9836689151281006,967,-0.016326807656923403
2.55,0.9803565125232873,0.984905161123619,980,-0.004548648600331773
2.6500000000000004,0.9873689351632811,0.9885881806301873,987,-0.0012192454669062158
2.75,0.9963822656908763,0.9932735949609561,996,0.00310867072992016
2.8500000000000005,1.017400502224875,0.9973497911610998,1017,0.020050711063775317
2.95,1.0094074486292781,0.9996180044904004,1009,0.009789444138877723
3.05,1.044432029441295,0.9996542907833562,1044,0.04477773865793877
3.1500000000000004,0.9764136566232939,0.9978593113900631,976,-0.021445654766769184
3.25,0.9944312328957644,0.995217902100228,994,-0.0007866692044635748
3.3500000000000005,1.0144500573244162,0.992885581077311,1014,0.021564476247105224
3.45,0.9844465896982842,0.9917642145144253,984,-0.007317624816141066
3.55,1.0094680340577253,0.9922143940327595,1009,0.017253640024965877
3.6500000000000004,0.9434468570793367,0.9939889569046323,943,-0.05054209982529556
3.75,0.9614650047719441,0.9963868651169633,961,-0.03492186034501921
3.8500000000000005,1.0495180848808585,0.9985505462047051,1049,0.050967538676153445
3.95,0.9975023816638202,0.9997878622748277,997,-0.0022854806110075288
4.050000000000001,1.0015144162518348,0.9998031606553274,1001,0.0017112555965074217
4.15,0.9955212919976038,0.9987649185613515,995,-0.00324362656374777
4.25,1.0095387262501974,0.9972017171265575,1009,0.012337009123639886
4.35,1.0135510016653635,0.995779440724969,1013,0.01777156094039445
4.45,1.0025550482554448,0.9950496730118814,1002,0.007505375243563428
4.550000000000001,0.9425312412595582,0.9952614186710598,942,-0.052730177411501544
4.65,0.9795619074166209,0.9962977760983805,979,-0.01673586868175969
