local_index,offset_text,absolute_gamma_decimal_string,theta_unfolded_relative_x
72,20.0820778880,267653395667.0820778880,71.02961223268123
73,20.4443281753,267653395667.4443281753,72.44069672454359
74,20.9231252990,267653395667.9231252990,74.30576963045377
75,21.1086529027,267653395668.1086529027,75.02846091206668
76,21.4122099838,267653395668.4122099838,76.21091598402232
77,21.7457626266,267653395668.7457626266,77.51021367397855
78,21.8519915558,267653395668.8519915558,77.92401043228772
79,22.1292492562,267653395669.1292492562,79.00402073179633
80,22.2982433895,267653395669.2982433895,79.66230868649417
81,22.6025488242,267653395669.6025488242,80.84767884284447
82,22.7407266969,267653395669.7407266969,81.38592728631387
83,22.9591807930,267653395669.9591807930,82.23687812886035
84,23.4601646703,267653395670.4601646703,84.18837576658608
85,23.5875419113,267653395670.5875419113,84.68455218298337
86,23.7713458520,267653395670.7713458520,85.400529228021
87,23.9963646070,267653395670.9963646070,86.27705158477455
88,24.2633913767,267653395671.2633913767,87.31720903073386
89,24.5141670562,267653395671.5141670562,88.29406311390497
90,24.8679993166,267653395671.8679993166,89.67235661117938
91,25.1890344724,267653395672.1890344724,90.92289455572809
92,25.3710716131,267653395672.3710716131,91.63198933133057
93,25.6951947795,267653395672.6951947795,92.89455609689384
94,25.8002716899,267653395672.8002716899,93.30386536155588
95,26.0931441473,267653395673.0931441473,94.4447002959085
96,26.4747073597,267653395673.4747073597,95.93101500857956
97,26.7328671640,267653395673.7328671640,96.93663269624372
98,26.8452413255,267653395673.8452413255,97.37436716364947
99,27.1788785042,267653395674.1788785042,98.67399414885284
100,27.3915973284,267653395674.3915973284,99.50260421343935
101,27.6923746411,267653395674.6923746411,100.67423116953887
102,27.9058127564,267653395674.9058127564,101.50564311048532
103,28.0527090628,267653395675.0527090628,102.07785273223085
104,28.3096285882,267653395675.3096285882,103.078639124013
105,28.5692979670,267653395675.5692979670,104.09013710284887
106,28.6953233381,267653395675.6953233381,104.58104753956955
107,29.2108373884,267653395676.2108373884,106.58914499930741
108,29.5832635317,267653395676.5832635317,108.03986781057809
109,29.7291859805,267653395676.7291859805,108.60828393538304
110,29.9084925860,267653395676.9084925860,109.30674237470062
111,30.2815418168,267653395677.2815418168,110.75989231754083
112,30.6145108332,267653395677.6145108332,112.05691658994485
113,30.7598974693,267653395677.7598974693,112.62324554734653
114,31.0640546459,267653395678.0640546459,113.80803818944085
115,31.3278843196,267653395678.3278843196,114.83574189073146
116,31.6109559202,267653395678.6109559202,115.93839925139545
117,31.9464324714,267653395678.9464324714,117.24519119988763
118,32.0960873707,267653395679.0960873707,117.82814645192569
119,32.4294032073,267653395679.4294032073,119.12652170353655
120,32.4914948458,267653395679.4914948458,119.36838913948775
121,32.8003463481,267653395679.8003463481,120.57146773035113
122,33.1946894459,267653395680.1946894459,122.10756431684959
123,33.2482953889,267653395680.2482953889,122.31637716666926
124,33.6341040601,267653395680.6341040601,123.81922934330971
125,33.8291100509,267653395680.8291100509,124.5788420726457
126,34.2042129326,267653395681.2042129326,126.03999166390194
127,34.3994775488,267653395681.3994775488,126.80061182457466
128,34.7098453117,267653395681.7098453117,128.00959675117724
129,34.9221742465,267653395681.9221742465,128.83668806780184
130,35.0325394964,267653395682.0325394964,129.26659716114034
131,35.1487015071,267653395682.1487015071,129.71908655200986
132,35.4037112343,267653395682.4037112343,130.71243364914767
133,35.7497687803,267653395682.7497687803,132.06044206645853
134,35.9928855223,267653395682.9928855223,133.00746205892307
135,36.1515138898,267653395683.1515138898,133.6253719328326
136,36.6964768910,267653395683.6964768910,135.74818278100489
137,37.0354078128,267653395684.0354078128,137.06843064369252
138,37.2186355461,267653395684.2186355461,137.78216317063254
139,37.5135398129,267653395684.5135398129,138.9309126735473
140,37.7119838891,267653395684.7119838891,139.70391788084646
141,37.8225523655,267653395684.8225523655,140.1346186085124
142,38.2182614496,267653395685.2182614496,141.67603616272856
143,38.4219649252,267653395685.4219649252,142.46952846745754
144,38.7221595205,267653395685.7221595205,143.63888554686022
145,39.0713156866,267653395686.0713156866,144.99896411269225
146,39.2251636864,267653395686.2251636864,145.59825287583038
147,39.5201722132,267653395686.5201722132,146.74740850587438
148,39.7851948817,267653395686.7851948817,147.77975931586482
149,40.0028043530,267653395687.0028043530,148.62742006590426
150,40.2160594076,267653395687.2160594076,149.4581189249752
151,40.5706826554,267653395687.5706826554,150.83949357937695
152,40.9399626561,267653395687.9399626561,152.2779611262992
153,41.0515009895,267653395688.0515009895,152.712439767248
154,41.2227758040,267653395688.2227758040,153.37961172835168
155,41.4653017980,267653395688.4653017980,154.3243305622793
156,41.8035187487,267653395688.8035187487,155.64179727176477
157,42.1402492149,267653395689.1402492149,156.95347363325368
158,42.3323434361,267653395689.3323434361,157.70174405846973
159,42.5514957990,267653395689.5514957990,158.55541488078745
160,42.9272553560,267653395689.9272553560,160.01912243918744
161,43.0977139142,267653395690.0977139142,160.68311481245746
162,43.2800821109,267653395690.2800821109,161.3934991605037
163,43.5360018794,267653395690.5360018794,162.39039116902146
164,43.9271430598,267653395690.9271430598,163.91401522990745
165,44.1839292290,267653395691.1839292290,164.91428215525593
166,44.3751769042,267653395691.3751769042,165.6592550042545
167,44.4870415340,267653395691.4870415340,166.0950046774316
168,44.8850642894,267653395691.8850642894,167.64543474538686
169,45.1923983808,267653395692.1923983808,168.84260251971534
170,45.3854345053,267653395692.3854345053,169.59454196932194
171,45.5702432342,267653395692.5702432342,170.31443299620364
172,45.7389312018,267653395692.7389312018,170.97152833439984
173,46.1270734796,267653395693.1270734796,172.48347067935723
174,46.2912375385,267653395693.2912375385,173.12294389927504
175,46.4713076321,267653395693.4713076321,173.82437637686405
176,46.8849004329,267653395693.8849004329,175.4354569132166
177,47.1701714959,267653395694.1701714959,176.546681906241
178,47.4230069959,267653395694.4230069959,177.53155967046004
179,47.5425283386,267653395694.5425283386,177.9971347687941
180,47.9376964809,267653395694.9376964809,179.53644517607094
181,48.2063568542,267653395695.2063568542,180.58296604750709
182,48.4978972933,267653395695.4978972933,181.71861233072403
183,48.9080138048,267653395695.9080138048,183.3161515723081
184,49.0085410833,267653395696.0085410833,183.70773851833476
185,49.4265468397,267653395696.4265468397,185.33600897400277
186,49.6769346131,267653395696.6769346131,186.3113520348232
187,49.9430045315,267653395696.9430045315,187.3477822290002
188,50.1291908293,267653395697.1291908293,188.07303934165077
189,50.3530595976,267653395697.3530595976,188.94508212046102
190,50.4113612508,267653395697.4113612508,189.17218631213473
191,50.9039797861,267653395697.9039797861,191.0910981803628
192,51.0728082646,267653395698.0728082646,191.74874085491473
193,51.2193278400,267653395698.2193278400,192.3194829850126
194,51.5731740341,267653395698.5731740341,193.69783075865533
195,51.7048026395,267653395698.7048026395,194.21056764328472
196,51.9031870624,267653395698.9031870624,194.98334048128322
197,52.2491039016,267653395699.2491039016,196.33080079914708
198,52.5066562368,267653395699.5066562368,197.33405219407132
199,52.8296288357,267653395699.8296288357,198.59213711928518
200,53.1194564368,267653395700.1194564368,199.72111133287697
201,53.3736682693,267653395700.3736682693,200.71135036667903
202,53.6868558545,267653395700.6868558545,201.93131943230958
203,53.7811702018,267653395700.7811702018,202.29870495966904
204,54.0474201023,267653395701.0474201023,203.33583624356015
205,54.3396641852,267653395701.3396641852,204.47422345173743
206,54.5696004178,267653395701.5696004178,205.36990100760394
207,54.9211741679,267653395701.9211741679,206.7393968614575
208,55.1220738207,267653395702.1220738207,207.5219673504999
209,55.3479025426,267653395702.3479025426,208.40164479580164
210,55.5252816857,267653395702.5252816857,209.0925951325844
211,55.8231896037,267653395702.8231896037,210.25304484879658
212,56.0704392223,267653395703.0704392223,211.21616376038577
213,56.3890751210,267653395703.3890751210,212.4573558062496
214,56.8795155531,267653395703.8795155531,214.3677832432589
215,57.0596701070,267653395704.0596701070,215.06954472160817
216,57.2312343867,267653395704.2312343867,215.73784424525513
217,57.5095447091,267653395704.5095447091,216.82195485505804
218,57.6705416290,267653395704.6705416290,217.44909102271453
219,57.9578367592,267653395704.9578367592,218.5682004258753
220,58.1627457754,267653395705.1627457754,219.3663887093391
221,58.5035891696,267653395705.5035891696,220.69408628356857
222,58.8110589982,267653395705.8110589982,221.89178279911684
223,58.9719358427,267653395705.9719358427,222.51845123343898
224,59.2339308691,267653395706.2339308691,223.53900837766048
225,59.4613990146,267653395706.4613990146,224.4250719192577
226,59.8497837361,267653395706.8497837361,225.93795866248988
227,60.0218786591,267653395707.0218786591,226.60832521702048
228,60.4263884084,267653395707.4263884084,228.18402426836485
229,60.6672132137,267653395707.6672132137,229.12211641053963
230,60.8404139705,267653395707.8404139705,229.7967905528914
231,61.1774294987,267653395708.1774294987,231.1095773250077
232,61.3419489741,267653395708.3419489741,231.75043500956068
233,61.6660474902,267653395708.6660474902,233.0129057540723
234,61.7598483990,267653395708.7598483990,233.3782912689263
235,62.0172364904,267653395709.0172364904,234.38090288001416
236,62.2168937567,267653395709.2168937567,235.15863386337716
237,62.5775131129,267653395709.5775131129,236.56336534004555
238,62.7402539570,267653395709.7402539570,237.19729466834283
239,63.0541536586,267653395710.0541536586,238.4200376625093
240,63.2672956363,267653395710.2672956363,239.2502960497172
241,63.5935618529,267653395710.5935618529,240.52121070349807
242,63.8431621505,267653395710.8431621505,241.49348628603815
243,64.0551637876,267653395711.0551637876,242.31930267004418
244,64.1712962155,267653395711.1712962155,242.77167682614083
245,64.5925609325,267653395711.5925609325,244.41264200952853
246,64.6701455982,267653395711.6701455982,244.71485990255582
247,65.0457001920,267653395712.0457001920,246.1777690616135
248,65.4014663744,267653395712.4014663744,247.56359582370908
249,65.7825022108,267653395712.7825022108,249.04785623271817
250,66.0867042960,267653395713.0867042960,250.2328238086456
251,66.2342844433,267653395713.2342844433,250.80769721651896
252,66.6671788065,267653395713.6671788065,252.49396371221553
253,66.7770809001,267653395713.7770809001,252.92206865882343
254,66.9312267296,267653395713.9312267296,253.52251756699536
255,67.2737777439,267653395714.2737777439,254.85686688540903
256,67.4425919827,267653395714.4425919827,255.51445409162886
257,67.6868641499,267653395714.6868641499,256.4659748467982
258,67.9428212786,267653395714.9428212786,257.4630123856358
259,68.5453178303,267653395715.5453178303,259.8099354118322
260,68.5842390858,267653395715.5842390858,259.96154655464073
261,68.6817931628,267653395715.6817931628,260.341551899011
262,69.0406090139,267653395716.0406090139,261.7392581277601
263,69.2965355837,267653395716.2965355837,262.73617662959117
264,69.5116099723,267653395716.5116099723,263.57396239537906
265,69.7103676175,267653395716.7103676175,264.3481890574842
266,70.0404051562,267653395717.0404051562,265.6337942562175
267,70.3050916542,267653395717.3050916542,266.66483557110456
268,70.4211542841,267653395717.4211542841,267.11693784094285
269,70.7628449081,267653395717.7628449081,268.4479356550193
270,70.9229694607,267653395717.9229694607,269.07167366396914
271,71.3209753560,267653395718.3209753560,270.6220380562736
272,71.4914898616,267653395718.4914898616,271.2862483631445
273,71.9074984723,267653395718.9074984723,272.9067392768161
274,72.2005537330,267653395719.2005537330,274.0482862903958
275,72.3304190116,267653395719.3304190116,274.55415443485236
276,72.5836400978,267653395719.5836400978,275.5405341846531
277,72.8004822374,267653395719.8004822374,276.3852059243358
278,73.0867209603,267653395720.0867209603,277.5002002722172
279,73.4751291565,267653395720.4751291565,279.0131784571609
280,73.6515879585,267653395720.6515879585,279.70054376144464
281,73.8846706942,267653395720.8846706942,280.6084779859313
282,73.9402304805,267653395720.9402304805,280.8249017006069
283,74.3046169762,267653395721.3046169762,282.24430742962085
284,74.5203205222,267653395721.5203205222,283.08454397124365
285,74.8077683303,267653395721.8077683303,284.2042481052453
286,75.0636182585,267653395722.0636182585,285.2008680627366
287,75.3529217885,267653395722.3529217885,286.32780084633816
288,75.7355782352,267653395722.7355782352,287.8183740676284
289,76.0256941477,267653395723.0256941477,288.9484713493338
290,76.2686894769,267653395723.2686894769,289.895018398855
291,76.4995675397,267653395723.4995675397,290.7943646943661
292,76.9985569311,267653395723.9985569311,292.7380931509051
293,77.0732273404,267653395724.0732273404,293.0289590529048
294,77.3018082536,267653395724.3018082536,293.91935719215576
295,77.5863864826,267653395724.5863864826,295.02788336796664
296,77.6628333667,267653395724.6628333667,295.3256692259426
297,77.9665033716,267653395724.9665033716,296.5085641733993
298,78.0818167411,267653395725.0818167411,296.9577478265582
299,78.7188703773,267653395725.7188703773,299.4392821083788
300,78.9037886248,267653395725.9037886248,300.15959974637656
301,79.0634847811,267653395726.0634847811,300.781669010273
302,79.4250735751,267653395726.4250735751,302.19017676730516
303,79.5080600672,267653395726.5080600672,302.5134365579605
304,79.7161558370,267653395726.7161558370,303.3240382990336
305,79.7838302115,267653395726.7838302115,303.5876523352461
306,80.2792299763,267653395727.2792299763,305.5173980108071
307,80.5680389296,267653395727.5680389296,306.6424042548432
308,80.8192990324,267653395727.8192990324,307.6211453267432
309,81.0641250698,267653395728.0641250698,308.57482358924335
310,81.3005157637,267653395728.3005157637,309.4956434032791
311,81.4006932711,267653395728.4006932711,309.8858678753713
312,81.7215825643,267653395728.7215825643,311.1358376369368
313,82.0028129545,267653395729.0028129545,312.231322875094
314,82.3510141764,267653395729.3510141764,313.58768161793284
315,82.4909394454,267653395729.4909394454,314.13273674702356
316,82.6777743458,267653395729.6777743458,314.8605203809873
317,83.1943800731,267653395730.1943800731,316.87287028315194
318,83.4077978925,267653395730.4077978925,317.70420316487275
319,83.7010386651,267653395730.7010386651,318.846472808565
320,83.9546539634,267653395730.9546539634,319.8343881446743
321,84.1101192093,267653395731.1101192093,320.43997661542545
322,84.4286206755,267653395731.4286206755,321.68064500231463
323,84.7527723612,267653395731.7527723612,322.94332285998047
324,85.1756251231,267653395732.1756251231,324.5904740026654
325,85.2404023007,267653395732.2404023007,324.8428025002359
326,85.5623390391,267653395732.5623390391,326.0968524067451
327,85.6374280067,267653395732.6374280067,326.3893487315406
328,85.9846639785,267653395732.9846639785,327.7419475064944
329,86.2600123078,267653395733.2600123078,328.81452017506365
330,86.4109278524,267653395733.4109278524,329.40238605684226
331,86.6458301804,267653395733.6458301804,330.31740819420776
332,86.9702739906,267653395733.9702739906,331.5812239732673
333,87.2411473510,267653395734.2411473510,332.6363651602402
334,87.3737974286,267653395734.3737974286,333.15308101640346
335,87.6436958320,267653395734.6436958320,334.2044244239096
336,88.0895581619,267653395735.0895581619,335.94120543221
337,88.3608537341,267653395735.3608537341,336.99799127356744
338,88.5555885553,267653395735.5555885553,337.7565477077717
339,88.8506529904,267653395735.8506529904,338.90592111911496
340,89.0870562994,267653395736.0870562994,339.8267900731321
341,89.3851781437,267653395736.3851781437,340.98807310293176
342,89.5294987542,267653395736.5294987542,341.550249538602
343,89.9102996420,267653395736.9102996420,343.03359474523444
344,90.0185188124,267653395737.0185188124,343.45514415024235
345,90.2090116016,267653395737.2090116016,344.19717646899653
346,90.4965033849,267653395737.4965033849,345.31705190092646
347,90.6751794962,267653395737.6751794962,346.01305435713874
348,90.8509162420,267653395737.8509162420,346.69760701408677
349,91.3719529305,267653395738.3719529305,348.72721697332673
350,91.6001121102,267653395738.6001121102,349.6159723213317
351,91.6831071008,267653395738.6831071008,349.9392652164515
352,92.1703212521,267653395739.1703212521,351.8371252243677
353,92.3757067753,267653395739.3757067753,352.63716965995354
354,92.4979309304,267653395739.4979309304,353.11327310511564
355,92.8121385507,267653395739.8121385507,354.3372155443055
356,93.2124733457,267653395740.2124733457,355.89665176999944
357,93.3132634702,267653395740.3132634702,356.28926258799623
358,93.5423242026,267653395740.5423242026,357.18152978148004
359,94.0037677669,267653395741.0037677669,358.9790048430291
360,94.2136333971,267653395741.2136333971,359.79650077480795
361,94.4833037509,267653395741.4833037509,360.84695585381627
362,94.7788224725,267653395741.7788224725,361.9980988610933
363,95.0251093820,267653395742.0251093820,362.95746770283637
364,95.2317928633,267653395742.2317928633,363.7625681138358
365,95.6470154520,267653395742.6470154520,365.3799972122619
366,95.8706439001,267653395742.8706439001,366.2511038645403
367,96.1103139897,267653395743.1103139897,367.18469800775665
368,96.2494403086,267653395743.2494403086,367.72664096237844
369,96.4448084675,267653395743.4448084675,368.4876644560669
370,96.7229627948,267653395743.7229627948,369.57116741344885
371,96.9526823960,267653395743.9526823960,370.4660011184818
372,97.2891300508,267653395744.2891300508,371.77657583618833
373,97.4754813118,267653395744.4754813118,372.5024755349825
374,97.6687648546,267653395744.6687648546,373.2553787605765
375,97.9343661278,267653395744.9343661278,374.28998342695036
376,98.2013769444,267653395745.2013769444,375.33007873032886
377,98.5050821147,267653395745.5050821147,376.5131106586346
378,98.6726262374,267653395745.6726262374,377.1657503432284
379,98.9405274365,267653395745.9405274365,378.209313980468
380,99.2199365773,267653395746.2199365773,379.2977048507993
381,99.5566851552,267653395746.5566851552,380.60945176335207
382,99.7568176429,267653395746.7568176429,381.38903389100085
383,100.0784045945,267653395747.0784045945,382.6417212624197
384,100.3524234933,267653395747.3524234933,383.7091153601872
385,100.6039956773,267653395747.6039956773,384.6890720914201
386,100.8122426610,267653395747.8122426610,385.50026286057033
387,101.1327519012,267653395748.1327519012,386.7487521902029
388,101.3278615312,267653395748.3278615312,387.5087686284546
389,101.4928392723,267653395748.4928392723,388.1514114092422
390,101.8680974688,267653395748.8680974688,389.6131660029478
391,102.0347777816,267653395749.0347777816,390.26244086273283
392,102.4139792325,267653395749.4139792325,391.7395557344741
393,102.7185138173,267653395749.7185138173,392.9258185061487
394,102.9533178292,267653395749.9533178292,393.8404576698409
395,103.1840972725,267653395750.1840972725,394.7394198098369
396,103.4817454801,267653395750.4817454801,395.89885786828756
397,103.7191951220,267653395750.7191951220,396.82380263447385
398,103.8193901662,267653395750.8193901662,397.2140954181944
399,104.2158517450,267653395751.2158517450,398.75844418777257
400,104.3600185978,267653395751.3600185978,399.3200216864284
401,104.6956145772,267653395751.6956145772,400.62727884721187
402,105.0910780426,267653395752.0910780426,402.16773963549866
403,105.2958896083,267653395752.2958896083,402.9655483170905
404,105.5721886413,267653395752.5721886413,404.04182429051724
405,105.8199150390,267653395752.8199150390,405.006800414151
406,105.9030300160,267653395752.9030300160,405.3305606959216
407,106.2435535917,267653395753.2435535917,406.65701247149224
408,106.4439823336,267653395753.4439823336,407.4377486070804
409,106.6740748621,267653395753.6740748621,408.33403498709674
410,106.8990755137,267653395753.8990755137,409.21048682514026
411,107.3699686957,267653395754.3699686957,411.0447712681018
412,107.6646544826,267653395754.6646544826,412.1926697196716
413,107.8164079858,267653395754.8164079858,412.78379972691107
414,107.9764974660,267653395754.9764974660,413.40740111728473
415,108.2432233720,267653395755.2432233720,414.4463865997942
416,108.6027476794,267653395755.6027476794,415.84685249978776
417,108.8296595436,267653395755.8296595436,416.7307491420321
418,108.9985820843,267653395755.9985820843,417.38875821992025
419,109.1439418154,267653395756.1439418154,417.9549823734691
420,109.3168745543,267653395756.3168745543,418.62861249760005
421,109.6298541042,267653395756.6298541042,419.8477711970498
422,109.9672513952,267653395756.9672513952,421.1620450613482
423,110.1514778174,267653395757.1514778174,421.87966781135026
424,110.4862892191,267653395757.4862892191,423.1838687829089
425,110.8429129602,267653395757.8429129602,424.57303601933495
426,111.2428770985,267653395758.2428770985,426.13102841478786
427,111.3381224333,267653395758.3381224333,426.5020404458952
428,111.7632065103,267653395758.7632065103,428.15788329772965
429,112.0886745863,267653395759.0886745863,429.42568893031967
430,112.1730304481,267653395759.1730304481,429.7542828681535
431,112.4956392951,267653395759.4956392951,431.0109508596096
432,112.8866452656,267653395759.8866452656,432.5340482333019
433,112.9758984213,267653395759.9758984213,432.88171874806824
434,113.1823572850,267653395760.1823572850,433.68594419934425
435,113.4497735148,267653395760.4497735148,434.72761872101535
436,113.6977661690,267653395760.6977661690,435.69363200164133
437,113.9074627038,267653395760.9074627038,436.5104692510007
438,114.0196037270,267653395761.0196037270,436.9472955677465
439,114.5779159946,267653395761.5779159946,439.1221062167874
440,114.6776342312,267653395761.6776342312,439.51054167745446
441,114.9333152285,267653395761.9333152285,440.50650359331166
442,115.2017901357,267653395762.2017901357,441.5523020130541
443,115.5484076810,267653395762.5484076810,442.9024918125787
444,115.8769681417,267653395762.8769681417,444.18234330474803
445,115.9686292407,267653395762.9686292407,444.5393935538228
446,116.0723538690,267653395763.0723538690,444.94343523315825
447,116.3979283312,267653395763.3979283312,446.21165527512915
448,116.5800358339,267653395763.5800358339,446.92102413396657
449,116.9921772921,267653395763.9921772921,448.5264512116447
450,117.3947259388,267653395764.3947259388,450.0945111207775
451,117.5592810606,267653395764.5592810606,450.73550765983515
452,117.7482870083,267653395764.7482870083,451.47174823996284
453,118.0278066728,267653395765.0278066728,452.5605696366061
454,118.1076343705,267653395765.1076343705,452.8715248799733
455,118.6544936623,267653395765.6544936623,455.0017224062552
456,118.7852484359,267653395765.7852484359,455.51105542747075
457,119.0718161964,267653395766.0718161964,456.62733148546727
458,119.3599955013,267653395766.3599955013,457.7498850410686
459,119.4579573183,267653395766.4579573183,458.1314786673863
460,119.6560897256,267653395766.6560897256,458.9032698214098
461,120.1016078079,267653395767.1016078079,460.63870987163875
462,120.2389531497,267653395767.2389531497,461.173715332341
463,120.7263955211,267653395767.7263955211,463.0724643329182
464,121.0004197877,267653395768.0004197877,464.13987934004257
465,121.1768083686,267653395768.1768083686,464.82697110995827
466,121.3473769701,267653395768.3473769701,465.4913921382284
467,121.6324026340,267653395768.6324026340,466.60166122073485
468,121.8004896500,267653395768.8004896500,467.2564156540095
469,122.1078173417,267653395769.1078173417,468.4535584994072
470,122.3691186757,267653395769.3691186757,469.4714134826683
471,122.7934077822,267653395769.7934077822,471.12415966189167
472,122.9797733665,267653395769.9797733665,471.8501151546721
473,123.3626370725,267653395770.3626370725,473.34149571938815
474,123.4922183591,267653395770.4922183591,473.84625762122835
475,123.8037728756,267653395770.8037728756,475.05986534501096
476,124.0150570776,267653395771.0150570776,475.88288708239753
477,124.3607674557,267653395771.3607674557,477.22954316611384
478,124.4635140430,267653395771.4635140430,477.6297750527846
479,124.6956975368,267653395771.6956975368,478.5342064331288
480,124.9191015282,267653395771.9191015282,479.4044387524441
481,125.1686105505,267653395772.1686105505,480.37635878755873
482,125.4863309047,267653395772.4863309047,481.6139844852757
483,125.8031183405,267653395772.8031183405,482.8479761577549
484,125.9573860189,267653395772.9573860189,483.4488997076349
485,126.0153196203,267653395773.0153196203,483.67457021601155
486,126.3794405925,267653395773.3794405925,485.0929416433227
487,126.6648991908,267653395773.6648991908,486.20489714828227
488,126.8429658508,267653395773.8429658508,486.89852559043095
489,127.3857081841,267653395774.3857081841,489.01268620384974
490,127.4363229203,267653395774.4363229203,489.20984731542546
491,127.7648575215,267653395774.7648575215,490.48959807630524
492,128.0364444603,267653395775.0364444603,491.54751888679164
493,128.3384751739,267653395775.3384751739,492.72402825331466
494,128.5536707671,267653395775.5536707671,493.56228615105147
495,128.6425429156,267653395775.6425429156,493.9084725169578
496,129.0078106598,267653395776.0078106598,495.33131099989834
497,129.4359949881,267653395776.4359949881,496.9992303543205
498,129.5770729069,267653395776.5770729069,497.54877543501595
499,129.9534336582,267653395776.9534336582,499.01482484376123
500,130.2124343593,267653395777.2124343593,500.0237181021595
501,130.4002629945,267653395777.4002629945,500.75537266132716
502,130.5995826719,267653395777.5995826719,501.53178862445367
503,131.1011407007,267653395778.1011407007,503.4855227719011
504,131.3169083194,267653395778.3169083194,504.32600889785596
505,131.4326394378,267653395778.4326394378,504.7768198209337
506,131.5980724396,267653395778.5980724396,505.42123599248765
507,131.9777621447,267653395778.9777621447,506.90025277557663
508,132.2512541557,267653395779.2512541557,507.9655944713786
509,132.3267776043,267653395779.3267776043,508.2597832431462
510,132.6639868313,267653395779.6639868313,509.57332453606637
511,132.8365266315,267653395779.8365266315,510.24542403420645
512,133.1071207084,267653395780.1071207084,511.2994773197288
513,133.2505584669,267653395780.2505584669,511.85821475532595
514,133.6296256174,267653395780.6296256174,513.3348064826673
515,134.0458018155,267653395781.0458018155,514.9559502046183
516,134.2718457314,267653395781.2718457314,515.8364659016223
