dataset,matched_D05,GUE_mean_D05,GUE_sd_D05,absolute_distance_from_GUE_mean,approx_2sd_detection_floor,inside_plus_minus_2sd_of_GUE_mean
first_10000,0.2238723156476542,0.0015580956403797,0.0247967646793076,0.2223142200072745,0.0495935293586152,False
near_1e12,0.0176353808397965,0.0015580956403797,0.0247967646793076,0.0160772851994168,0.0495935293586152,True
near_1e21,-0.0371263375595021,0.0015580956403797,0.0247967646793076,0.0386844331998818,0.0495935293586152,True
