dataset,matched_D05,GUE_D05_mean,GUE_D05_sd,D05_standardized_distance,D05_empirical_two_sided_tail_plus1,matched_S30,GUE_S30_mean,GUE_S30_sd,S30_standardized_distance,S30_empirical_two_sided_tail_plus1
first_10000,0.2238723156476542,0.001558095640379738,0.024796764679307606,8.965452666201697,0.004975124378109453,-0.5110167230532608,-0.4993150035701731,0.006857392950869307,-1.7064385207215398,0.10945273631840796
near_1e12,0.017635380839796544,0.001558095640379738,0.024796764679307606,0.6483622120603891,0.5572139303482587,-0.4928380296469069,-0.4993150035701731,0.006857392950869307,0.9445242484529198,0.3034825870646766
near_1e21,-0.03712633755950212,0.001558095640379738,0.024796764679307606,-1.560059697310562,0.09950248756218906,-0.5044708691987857,-0.4993150035701731,0.006857392950869307,-0.7518696486481765,0.44776119402985076
