dataset,role,location_id,m,lambda,n_pos_res,n_neg_res,n_unres,p_pos_res,p_neg_res,p_unres,H_norm2_from_spectrum,epsilon_screen,min_abs_H_eigenvalue,trace_formula,trace_spectrum,trace_abs_error,frobH2_formula,frobH2_spectrum,frobH2_abs_error,npos_lower_bound_raw,b_pos_normalized,bound_slack_fraction
low_height_first_10000,primary,6,256,0.4,228,28,0,0.890625,0.109375,0.0,0.9986589750290081,1e-10,0.0023552547689097425,153.6,153.59999999999997,2.842170943040401e-14,129.70028637499126,129.70028637499126,0.0,181.90368471344547,0.7105612684118964,0.18006373158810363
low_height_first_10000,primary,6,256,0.45,211,45,0,0.82421875,0.17578125,0.0,0.9984913469076342,1e-10,0.006208890531607558,140.8,140.79999999999998,2.842170943040401e-14,124.9519249433483,124.9519249433483,0.0,158.65813999254718,0.6197583593458874,0.2044603906541126
low_height_first_10000,primary,6,256,0.5,199,57,0,0.77734375,0.22265625,0.0,0.9983237187862603,1e-10,0.0007848682672764173,128.0,127.99999999999999,1.4210854715202004e-14,122.65669746092384,122.65669746092385,1.4210854715202004e-14,133.5760732121427,0.5217815359849324,0.2555622140150676
low_height_first_10000,primary,6,256,0.55,191,65,0,0.74609375,0.25390625,0.0,0.9981560906648862,1e-10,0.0007341784693656317,115.19999999999999,115.19999999999999,0.0,122.81460392771785,122.81460392771784,1.4210854715202004e-14,108.05750762189996,0.4220996391480467,0.3239941108519533
low_height_first_10000,primary,6,256,0.6,183,73,0,0.71484375,0.28515625,0.0,0.9979884625435123,1e-10,0.009080058875559516,102.4,102.39999999999999,1.4210854715202004e-14,125.42564434373034,125.42564434373034,0.0,83.60140428111865,0.3265679854731197,0.3882757645268803
low_height_first_10000,primary,6,256,0.65,178,78,0,0.6953125,0.3046875,0.0,0.9978208344221382,1e-10,0.010188569380850554,89.6,89.6,0.0,130.48981870896128,130.4898187089613,2.842170943040401e-14,61.52326732789515,0.24032526299959042,0.45498723700040955
low_height_first_10000,primary,6,256,0.7,171,85,0,0.66796875,0.33203125,0.0,0.9976532063007643,1e-10,0.011060262905283946,76.80000000000001,76.8,1.4210854715202004e-14,138.0071270234107,138.00712702341073,2.842170943040401e-14,42.73866232284844,0.16694789969862672,0.5010208503013733
low_height_first_10000,primary,6,256,0.75,166,90,0,0.6484375,0.3515625,0.0,1.1055025344220697,1.1055025344220697e-10,0.008368777110659309,64.0,64.0,0.0,147.9775692870786,147.97756928707867,5.684341886080802e-14,27.67987080564691,0.10812449533455824,0.5403130046654417
low_height_first_10000,primary,6,256,0.8,163,93,0,0.63671875,0.36328125,0.0,1.2458693700502077,1.2458693700502077e-10,0.00561314128509971,51.19999999999999,51.19999999999996,2.842170943040401e-14,160.40114549996508,160.40114549996505,2.842170943040401e-14,16.343025430579416,0.06383994308820085,0.5728788069117992
low_height_first_10000,primary,6,256,0.85,159,97,0,0.62109375,0.37890625,0.0,1.3862362056783453,1.3862362056783452e-10,0.0006227645318561681,38.400000000000006,38.39999999999999,1.4210854715202004e-14,175.27785566206984,175.2778556620699,5.684341886080802e-14,8.412699906843368,0.03286210901110691,0.5882316409888931
low_height_first_10000,primary,6,256,0.9,157,99,0,0.61328125,0.38671875,0.0,1.5266030413064833,1.5266030413064833e-10,0.0174640112123009,25.599999999999994,25.59999999999998,1.4210854715202004e-14,192.60769977339322,192.60769977339328,5.684341886080802e-14,3.4025638682723676,0.013291265110438936,0.599989984889561
low_height_first_10000,primary,6,256,0.95,153,103,0,0.59765625,0.40234375,0.0,1.6669698769346213,1.6669698769346214e-10,0.013134117307976645,12.800000000000011,12.799999999999997,1.4210854715202004e-14,212.39067783393506,212.39067783393511,5.684341886080802e-14,0.7714086214655062,0.0030133149275996334,0.5946429350724004
low_height_first_10000,primary,6,512,0.1,512,0,0,1.0,0.0,0.0,0.9996714810479254,1e-10,0.7131906175728819,460.8,460.79999999999995,5.684341886080802e-14,419.4151461151721,419.4151461151721,0.0,506.26841201793894,0.988805492222537,0.011194507777463003
low_height_first_10000,primary,6,512,0.15,512,0,0,1.0,0.0,0.0,0.999507221571888,1e-10,0.5697859263593228,435.2,435.20000000000005,5.684341886080802e-14,380.48407875913716,380.48407875913716,0.0,497.784403010192,0.9722351621292813,0.027764837870718706
low_height_first_10000,primary,6,512,0.2,512,0,0,1.0,0.0,0.0,0.9993429620958507,1e-10,0.42638123514576376,409.6,409.6,0.0,346.46058446068827,346.46058446068827,0.0,484.2460225631715,0.9457930128186943,0.05420698718130568
low_height_first_10000,primary,6,512,0.25,512,0,0,1.0,0.0,0.0,0.9991787026198133,1e-10,0.2829765439322047,384.0,384.0,0.0,317.34466321982546,317.34466321982546,0.0,464.65567910892156,0.9075306232596124,0.09246937674038758
low_height_first_10000,primary,6,512,0.3,512,0,0,1.0,0.0,0.0,0.9990144431437761,1e-10,0.1395718527186457,358.4,358.4,0.0,293.13631503654864,293.13631503654864,0.0,438.193950769916,0.8558475600974922,0.1441524399025078
low_height_first_10000,primary,6,512,0.35,511,1,0,0.998046875,0.001953125,0.0,0.9988501836677387,1e-10,0.0038328384949133376,332.8,332.8,0.0,273.8355399108579,273.8355399108579,0.0,404.46115955604057,0.7899632022578917,0.20808367274210826
low_height_first_10000,primary,6,512,0.4,455,57,0,0.888671875,0.111328125,0.0,0.9986859241917014,1e-10,0.00033182778561713366,307.2,307.2,0.0,259.44233784275315,259.44233784275315,0.0,363.7488036250982,0.71044688208027,0.17822499291973004
low_height_first_10000,primary,6,512,0.45,424,88,0,0.828125,0.171875,0.0,0.9985216647156641,1e-10,0.004791418368346179,281.6,281.6,0.0,249.95670883223445,249.95670883223443,2.842170943040401e-14,317.2491763492673,0.6196272975571627,0.20849770244283727
low_height_first_10000,primary,6,512,0.5,396,116,0,0.7734375,0.2265625,0.0,0.9983574052396268,1e-10,0.0007848682682987107,256.0,256.00000000000006,5.684341886080802e-14,245.3786528793018,245.37865287930177,2.842170943040401e-14,267.0810978501712,0.5216427692386156,0.25179473076138437
low_height_first_10000,primary,6,512,0.55,380,132,0,0.7421875,0.2578125,0.0,0.9981931457635894,1e-10,0.0007341784990447797,230.39999999999998,230.39999999999998,0.0,245.7081699839552,245.7081699839552,0.0,216.04556333420413,0.42196399088711745,0.32022350911288255
low_height_first_10000,primary,6,512,0.6,366,146,0,0.71484375,0.28515625,0.0,0.9980288862875522,1e-10,0.009080025953065118,204.8,204.8,0.0,250.94526014619458,250.94526014619458,0.0,167.14019613506554,0.3264456955762999,0.3883980544237001
low_height_first_10000,primary,6,512,0.65,356,156,0,0.6953125,0.3046875,0.0,0.9978646268115148,1e-10,0.00776898772733059,179.2,179.2,0.0,261.08992336602006,261.08992336602,5.684341886080802e-14,122.99455906224891,0.2402237481684549,0.45508875183154507
low_height_first_10000,primary,6,512,0.7,343,169,0,0.669921875,0.330078125,0.0,1.0076656769898267,1.0076656769898267e-10,0.00016103319039428854,153.60000000000002,153.60000000000005,2.842170943040401e-14,276.1421596434315,276.14215964343146,5.684341886080802e-14,85.43773261737509,0.16687057151831072,0.5030513034816892
low_height_first_10000,primary,6,512,0.75,332,180,0,0.6484375,0.3515625,0.0,1.1510703682033858,1.1510703682033859e-10,0.00020638530066396932,128.0,127.99999999999997,2.842170943040401e-14,296.101968978429,296.101968978429,0.0,55.33228994229881,0.10807087879355236,0.5403666212064476
low_height_first_10000,primary,6,512,0.8,325,187,0,0.634765625,0.365234375,0.0,1.294475059416945,1.294475059416945e-10,0.005613141285101486,102.39999999999998,102.39999999999998,0.0,320.96935137101264,320.9693513710126,5.684341886080802e-14,32.66903819698152,0.06380671522847953,0.5709589097715204
low_height_first_10000,primary,6,512,0.85,317,195,0,0.619140625,0.380859375,0.0,1.4378797506305037,1.4378797506305037e-10,0.0006227645318528374,76.80000000000001,76.80000000000001,0.0,350.74430682118214,350.74430682118214,0.0,16.81635278261855,0.03284443902855186,0.5862961859714482
low_height_first_10000,primary,6,512,0.9,312,200,0,0.609375,0.390625,0.0,1.5812844418440632,1.5812844418440633e-10,0.015440539256688979,51.19999999999999,51.19999999999999,0.0,385.42683532893784,385.4268353289378,5.684341886080802e-14,6.801394609077395,0.013283973845854287,0.5960910261541457
low_height_first_10000,primary,6,512,0.95,307,205,0,0.599609375,0.400390625,0.0,1.724689133057622,1.724689133057622e-10,0.004562948247043952,25.600000000000023,25.600000000000023,0.0,425.0169368942795,425.0169368942794,1.1368683772161603e-13,1.5419620798853437,0.003011644687276062,0.5965977303127239
low_height_first_10000,primary,7,128,0.1,128,0,0,1.0,0.0,0.0,0.9999341649140396,1e-10,0.7150972144587311,115.2,115.2,0.0,104.84618740883268,104.84618740883268,0.0,126.57627642912263,0.9888771596025205,0.011122840397479461
low_height_first_10000,primary,7,128,0.15,128,0,0,1.0,0.0,0.0,0.9999012473710595,1e-10,0.5726458216880966,108.8,108.80000000000001,1.4210854715202004e-14,95.1039216698735,95.1039216698735,0.0,124.46847398249612,0.972409952988251,0.027590047011749053
low_height_first_10000,primary,7,128,0.2,128,0,0,1.0,0.0,0.0,0.9998683298280793,1e-10,0.4301944289174622,102.4,102.4,0.0,86.58474963533068,86.58474963533067,1.4210854715202004e-14,121.104005545583,0.9461250433248671,0.05387495667513287
low_height_first_10000,primary,7,128,0.25,128,0,0,1.0,0.0,0.0,0.9998354122850991,1e-10,0.2877430361468277,96.0,96.00000000000001,1.4210854715202004e-14,79.28867130520419,79.28867130520419,0.0,116.23350282318451,0.908074240806129,0.09192575919387103
low_height_first_10000,primary,7,128,0.3,128,0,0,1.0,0.0,0.0,0.9998024947421188,1e-10,0.14529164337619327,89.6,89.6,0.0,73.21568667949403,73.21568667949401,1.4210854715202004e-14,109.65081888999745,0.8566470225781051,0.1433529774218949
low_height_first_10000,primary,7,128,0.35,128,0,0,1.0,0.0,0.0,0.9997695771991386,1e-10,0.002840250605558925,83.2,83.19999999999999,1.4210854715202004e-14,68.36579575820019,68.3657957582002,1.4210854715202004e-14,101.25297194642405,0.7910388433314379,0.20896115666856208
low_height_first_10000,primary,7,128,0.4,113,15,0,0.8828125,0.1171875,0.0,0.9997366596561584,1e-10,0.00017155629026599506,76.8,76.8,0.0,64.7389985413227,64.73899854132272,1.4210854715202004e-14,91.10798951014313,0.7117811680479932,0.17103133195200682
low_height_first_10000,primary,7,128,0.45,107,21,0,0.8359375,0.1640625,0.0,0.9997037421131783,1e-10,0.016399216123600624,70.4,70.39999999999999,1.4210854715202004e-14,62.33529502886155,62.33529502886155,0.0,79.50808603224344,0.6211569221269019,0.21478057787309812
low_height_first_10000,primary,7,128,0.5,99,29,0,0.7734375,0.2265625,0.0,0.9996708245701981,1e-10,0.0033894500138060835,64.0,63.99999999999999,7.105427357601002e-15,61.15468522081673,61.15468522081673,0.0,66.97769737854432,0.5232632607698775,0.2501742392301225
low_height_first_10000,primary,7,128,0.55,97,31,0,0.7578125,0.2421875,0.0,0.9996379070272179,1e-10,0.0012572638253418589,57.599999999999994,57.599999999999994,0.0,61.19716911718824,61.197169117188245,7.105427357601002e-15,54.214272455098765,0.4235490035554591,0.3342634964445409
low_height_first_10000,primary,7,128,0.6,92,36,0,0.71875,0.28125,0.0,0.9996049894842377,1e-10,0.008695405390600097,51.2,51.19999999999999,1.4210854715202004e-14,62.46274671797609,62.4627467179761,1.4210854715202004e-14,41.96805516472075,0.3278754309743809,0.3908745690256191
low_height_first_10000,primary,7,128,0.65,90,38,0,0.703125,0.296875,0.0,0.9995720719412575,1e-10,0.009002043099345824,44.8,44.79999999999998,1.4210854715202004e-14,64.95141802318028,64.9514180231803,1.4210854715202004e-14,30.900634059809352,0.24141120359226056,0.46171379640773946
low_height_first_10000,primary,7,128,0.7,87,41,0,0.6796875,0.3203125,0.0,0.9995391543982773,1e-10,0.009835636256090186,38.400000000000006,38.4,7.105427357601002e-15,68.66318303280079,68.66318303280082,2.842170943040401e-14,21.47526425181301,0.16777550196728913,0.5119119980327109
low_height_first_10000,primary,7,128,0.75,84,44,0,0.65625,0.34375,0.0,1.1367708915595167,1.1367708915595168e-10,0.016021113426734956,32.0,31.99999999999999,1.0658141036401503e-14,73.59804174683765,73.59804174683767,1.4210854715202004e-14,13.913413668292323,0.10869854428353377,0.5475514557164662
low_height_first_10000,primary,7,128,0.8,80,48,0,0.625,0.375,0.0,1.2792222843301513,1.2792222843301512e-10,0.00885373591657812,25.599999999999994,25.59999999999998,1.4210854715202004e-14,79.75599416529084,79.75599416529087,2.842170943040401e-14,8.217062640355213,0.0641958018777751,0.5608041981222249
low_height_first_10000,primary,7,128,0.85,79,49,0,0.6171875,0.3828125,0.0,1.4216736771007858,1.421673677100786e-10,0.011655917705061247,19.200000000000003,19.19999999999999,1.4210854715202004e-14,87.13704028816034,87.13704028816036,2.842170943040401e-14,4.230577476362698,0.03305138653408358,0.5841361134659164
low_height_first_10000,primary,7,128,0.9,78,50,0,0.609375,0.390625,0.0,1.5641250698714204,1.5641250698714206e-10,0.014645171312892447,12.799999999999997,12.799999999999986,1.0658141036401503e-14,95.74118011544621,95.74118011544624,2.842170943040401e-14,1.7112803477295673,0.013369377716637244,0.5960056222833627
low_height_first_10000,primary,7,128,0.95,75,53,0,0.5859375,0.4140625,0.0,1.7065764626420545,1.7065764626420545e-10,0.006553171064107577,6.400000000000006,6.399999999999992,1.3322676295501878e-14,105.56841364714839,105.56841364714843,4.263256414560601e-14,0.3879948422537131,0.0030312097051071337,0.5829062902948928
low_height_first_10000,primary,7,256,0.1,256,0,0,1.0,0.0,0.0,0.9999341649140396,1e-10,0.7150972144586105,230.4,230.39999999999998,2.842170943040401e-14,209.72317854852264,209.7231785485226,2.842170943040401e-14,253.11537030571077,0.9887319152566827,0.011268084743317308
low_height_first_10000,primary,7,256,0.15,256,0,0,1.0,0.0,0.0,0.9999012473710595,1e-10,0.572645821687916,217.6,217.60000000000002,2.842170943040401e-14,190.27715173417587,190.2771517341759,2.842170943040401e-14,248.84627275769472,0.972055752959745,0.027944247040255
low_height_first_10000,primary,7,256,0.2,256,0,0,1.0,0.0,0.0,0.9998683298280794,1e-10,0.43019442891722115,204.8,204.79999999999998,2.842170943040401e-14,173.29271419409048,173.29271419409048,0.0,242.03579587900714,0.9454523276523716,0.05454767234762836
low_height_first_10000,primary,7,256,0.25,256,0,0,1.0,0.0,0.0,0.9998354122850992,1e-10,0.2877430361465265,192.0,192.0,0.0,158.76986592826637,158.76986592826637,0.0,232.18511765107544,0.9069731158245135,0.09302688417548655
low_height_first_10000,primary,7,256,0.3,256,0,0,1.0,0.0,0.0,0.999802494742119,1e-10,0.1452916433758319,179.2,179.20000000000002,2.842170943040401e-14,146.70860693670357,146.70860693670357,0.0,218.8872259816002,0.8550282264906258,0.14497177350937418
low_height_first_10000,primary,7,256,0.35,256,0,0,1.0,0.0,0.0,0.9997695771991388,1e-10,0.0028402506051371512,166.4,166.4,0.0,137.1089372194021,137.1089372194021,0.0,201.9486151781051,0.788861778039473,0.211138221960527
low_height_first_10000,primary,7,256,0.4,226,30,0,0.8828125,0.1171875,0.0,0.9997366596561587,1e-10,0.00017155629024645513,153.6,153.6,0.0,129.9708567763619,129.9708567763619,0.0,181.52500172093121,0.7090820379723876,0.17373046202761244
low_height_first_10000,primary,7,256,0.45,212,44,0,0.828125,0.171875,0.0,0.9997037421131785,1e-10,0.015431836256204146,140.8,140.8,0.0,125.29436560758303,125.29436560758305,1.4210854715202004e-14,158.22451316039212,0.6180645045327817,0.21006049546721828
low_height_first_10000,primary,7,256,0.5,198,58,0,0.7734375,0.2265625,0.0,0.9996708245701983,1e-10,0.0033894500076669942,128.0,128.0,0.0,123.07946371306546,123.0794637130655,2.842170943040401e-14,133.11725210467227,0.5199892660338761,0.2534482339661239
low_height_first_10000,primary,7,256,0.55,191,65,0,0.74609375,0.25390625,0.0,0.9996379070272182,1e-10,0.0012572900775030815,115.19999999999999,115.19999999999999,0.0,123.32615109280923,123.32615109280925,2.842170943040401e-14,107.60929358780412,0.42034880307735983,0.32574494692264017
low_height_first_10000,primary,7,256,0.6,184,72,0,0.71875,0.28125,0.0,0.999604989484238,1e-10,0.006100457658169134,102.4,102.4,0.0,126.03442774681429,126.0344277468143,1.4210854715202004e-14,83.19758487787513,0.3249905659291997,0.3937594340708003
low_height_first_10000,primary,7,256,0.65,178,78,0,0.6953125,0.3046875,0.0,0.9995720719412579,1e-10,0.00900027631387501,89.6,89.6,0.0,131.20429367508063,131.2042936750807,5.684341886080802e-14,61.18824144491219,0.23901656814418823,0.45629593185581174
low_height_first_10000,primary,7,256,0.7,173,83,0,0.67578125,0.32421875,0.0,0.9995391543982777,1e-10,0.005515807721488741,76.80000000000001,76.80000000000001,0.0,138.8357488776083,138.83574887760835,5.684341886080802e-14,42.48358256200743,0.1659514943828415,0.5098297556171585
low_height_first_10000,primary,7,256,0.75,166,90,0,0.6484375,0.3515625,0.0,1.1367708915604204,1.1367708915604205e-10,0.00917593580416698,64.0,64.0,0.0,148.92879335439727,148.92879335439736,8.526512829121202e-14,27.5030765223014,0.10743389266523984,0.5410036073347602
low_height_first_10000,primary,7,256,0.8,162,94,0,0.6328125,0.3671875,0.0,1.2792222843311154,1.2792222843311154e-10,0.008855340811294798,51.19999999999999,51.19999999999998,7.105427357601002e-15,161.48342710544762,161.48342710544767,5.684341886080802e-14,16.233492482719083,0.06341208001062142,0.5694004199893786
low_height_first_10000,primary,7,256,0.85,159,97,0,0.62109375,0.37890625,0.0,1.42167367710181,1.42167367710181e-10,0.0054654331920024335,38.400000000000006,38.40000000000002,1.4210854715202004e-14,176.49965013075916,176.49965013075922,5.684341886080802e-14,8.35446415280471,0.032634625596893396,0.5884591244031065
low_height_first_10000,primary,7,256,0.9,155,101,0,0.60546875,0.39453125,0.0,1.5641250698725044,1.5641250698725044e-10,0.003997736600256596,25.599999999999994,25.599999999999994,0.0,193.97746243033214,193.9774624303322,5.684341886080802e-14,3.3785368247889886,0.013197409471831987,0.592271340528168
low_height_first_10000,primary,7,256,0.95,151,105,0,0.58984375,0.41015625,0.0,1.706576462643199,1.706576462643199e-10,0.006593530269811465,12.800000000000011,12.800000000000011,0.0,213.9168640041663,213.9168640041664,8.526512829121202e-14,0.7659050199838816,0.0029918164843120375,0.586851933515688
low_height_first_10000,primary,7,512,0.1,512,0,0,1.0,0.0,0.0,0.9999341649140397,1e-10,0.7150972144586106,460.8,460.8,0.0,419.4186937923991,419.41869379239904,5.684341886080802e-14,506.26412971735806,0.988797128354215,0.01120287164578504
low_height_first_10000,primary,7,512,0.15,512,0,0,1.0,0.0,0.0,0.9999012473710596,1e-10,0.572645821687916,435.2,435.19999999999993,5.684341886080802e-14,380.4920610328978,380.4920610328978,0.0,497.7739600817172,0.9722147657846039,0.027785234215396137
low_height_first_10000,primary,7,512,0.2,512,0,0,1.0,0.0,0.0,0.9998683298280795,1e-10,0.43019442891722126,409.6,409.6,0.0,346.4747751695962,346.4747751695962,0.0,484.2261891010019,0.9457542755878944,0.05424572441210562
low_height_first_10000,primary,7,512,0.25,512,0,0,1.0,0.0,0.0,0.9998354122850993,1e-10,0.28774303614652663,384.0,384.0,0.0,317.3668362024941,317.3668362024941,0.0,464.6232157222519,0.9074672182075233,0.0925327817924767
low_height_first_10000,primary,7,512,0.3,512,0,0,1.0,0.0,0.0,0.9998024947421192,1e-10,0.145291643375832,358.4,358.40000000000003,5.684341886080802e-14,293.16824413159145,293.16824413159145,0.0,438.1462268551286,0.855754349326423,0.14424565067357698
low_height_first_10000,primary,7,512,0.35,512,0,0,1.0,0.0,0.0,0.9997695771991391,1e-10,0.0028402506051373733,332.8,332.8,0.0,273.8789989568884,273.8789989568884,0.0,404.39697976782156,0.7898378511090265,0.2101621488909735
low_height_first_10000,primary,7,512,0.4,455,57,0,0.888671875,0.111328125,0.0,0.999736659656159,1e-10,0.00014216598432081895,307.2,307.19999999999993,5.684341886080802e-14,259.4991006783848,259.4991006783848,0.0,363.6692372085002,0.7102914789228519,0.17838039607714806
low_height_first_10000,primary,7,512,0.45,424,88,0,0.828125,0.171875,0.0,0.9997037421131788,1e-10,0.003743214207257539,281.6,281.59999999999997,5.684341886080802e-14,250.0285492960808,250.02854929608077,2.842170943040401e-14,317.1580214469653,0.6194492606386041,0.20867573936139594
low_height_first_10000,primary,7,512,0.5,396,116,0,0.7734375,0.2265625,0.0,0.9996708245701987,1e-10,0.003389450007665218,256.0,256.0,0.0,245.46734480997628,245.46734480997628,0.0,266.98459646733625,0.5214542899752661,0.2519832100247339
low_height_first_10000,primary,7,512,0.55,382,130,0,0.74609375,0.25390625,0.0,0.9996379070272186,1e-10,0.0012572900774988627,230.39999999999998,230.39999999999998,0.0,245.8154872200713,245.81548722007128,2.842170943040401e-14,215.95124294375853,0.4217797713745284,0.3243139786254716
low_height_first_10000,primary,7,512,0.6,366,146,0,0.71484375,0.28515625,0.0,0.9996049894842384,1e-10,0.003852685761881691,204.8,204.79999999999995,5.684341886080802e-14,251.07297652636584,251.07297652636584,0.0,167.05517487500475,0.32627963842774366,0.38856411157225634
low_height_first_10000,primary,7,512,0.65,356,156,0,0.6953125,0.3046875,0.0,0.9995720719412583,1e-10,0.0009476131710084434,179.2,179.2,0.0,261.23981272885993,261.23981272885993,0.0,122.92398951200296,0.24008591701563078,0.45522658298436924
low_height_first_10000,primary,7,512,0.7,345,167,0,0.673828125,0.326171875,0.0,0.9995391543982781,1e-10,0.002525663286848334,153.60000000000002,153.6,2.842170943040401e-14,276.3159958275535,276.3159958275535,0.0,85.38398194914556,0.16676558974442493,0.5070625352555751
low_height_first_10000,primary,7,512,0.75,334,178,0,0.65234375,0.34765625,0.0,1.13677089156042,1.1367708915604201e-10,0.0076629421396986475,128.0,127.99999999999999,1.4210854715202004e-14,296.3015258224466,296.30152582244665,5.684341886080802e-14,55.29502406213669,0.10799809387136072,0.5443456561286393
low_height_first_10000,primary,7,512,0.8,326,186,0,0.63671875,0.36328125,0.0,1.279222284331115,1.2792222843311151e-10,0.008855340811292578,102.39999999999998,102.39999999999993,4.263256414560601e-14,321.1964027135393,321.1964027135393,0.0,32.64594469743104,0.06376161073717,0.57295713926283
low_height_first_10000,primary,7,512,0.85,320,192,0,0.625,0.375,0.0,1.4216736771018095,1.4216736771018095e-10,0.0021915749345402524,76.80000000000001,76.79999999999998,2.842170943040401e-14,351.00062650083134,351.0006265008315,1.7053025658242404e-13,16.80407257046885,0.032820454239196974,0.592179545760803
low_height_first_10000,primary,7,512,0.9,311,201,0,0.607421875,0.392578125,0.0,1.564125069872504,1.564125069872504e-10,0.0037771538621229617,51.19999999999999,51.19999999999996,2.842170943040401e-14,385.7141971843232,385.7141971843232,0.0,6.79632748583345,0.013274077120768456,0.5941477978792316
low_height_first_10000,primary,7,512,0.95,302,210,0,0.58984375,0.41015625,0.0,1.7065764626431985,1.7065764626431986e-10,0.006593530269716208,25.600000000000023,25.600000000000023,0.0,425.33711476401436,425.33711476401436,0.0,1.5408013485106,0.0030093776338097657,0.5868343723661902
low_height_first_10000,primary,8,128,0.1,128,0,0,1.0,0.0,0.0,0.9996459175599283,1e-10,0.7143197262730243,115.2,115.19999999999999,1.4210854715202004e-14,104.84090467890765,104.84090467890763,1.4210854715202004e-14,126.5826543622904,0.9889269872053937,0.011073012794606263
low_height_first_10000,primary,8,128,0.15,128,0,0,1.0,0.0,0.0,0.9994688763398923,1e-10,0.5714795894095364,108.8,108.79999999999998,1.4210854715202004e-14,95.09203552754218,95.09203552754218,0.0,124.48403206776909,0.972531500529446,0.027468499470553964
low_height_first_10000,primary,8,128,0.2,128,0,0,1.0,0.0,0.0,0.9992918351198564,1e-10,0.4286394525460485,102.4,102.4,0.0,86.56361871563057,86.56361871563055,1.4210854715202004e-14,121.13356806912944,0.9463560005400737,0.05364399945992626
low_height_first_10000,primary,8,128,0.25,128,0,0,1.0,0.0,0.0,0.9991147938998206,1e-10,0.2857993156825607,96.0,96.0,0.0,79.25565424317276,79.25565424317276,0.0,116.28192446337525,0.9084525348701191,0.09154746512988088
low_height_first_10000,primary,8,128,0.3,128,0,0,1.0,0.0,0.0,0.9989377526797847,1e-10,0.14295917881907283,89.6,89.60000000000001,1.4210854715202004e-14,73.16814211016877,73.16814211016876,1.4210854715202004e-14,109.7220698581092,0.8572036707664781,0.14279632923352192
low_height_first_10000,primary,8,128,0.35,128,0,0,1.0,0.0,0.0,0.9987607114597488,1e-10,0.00011904195558498643,83.2,83.2,0.0,68.3010823166186,68.30108231661859,1.4210854715202004e-14,101.34890641865749,0.7917883313957617,0.20821166860423834
low_height_first_10000,primary,8,128,0.4,114,14,0,0.890625,0.109375,0.0,0.998583670239713,1e-10,0.02097305931282012,76.8,76.79999999999998,1.4210854715202004e-14,64.65447486252225,64.65447486252225,0.0,91.22709623025624,0.7127116892988768,0.17791331070112315
low_height_first_10000,primary,8,128,0.45,107,21,0,0.8359375,0.1640625,0.0,0.998406629019677,1e-10,0.0010478943139247132,70.4,70.39999999999999,1.4210854715202004e-14,62.22831974787972,62.22831974787972,0.0,79.64476656416342,0.6222247387825267,0.2137127612174733
low_height_first_10000,primary,8,128,0.5,99,29,0,0.7734375,0.2265625,0.0,0.9982295877996411,1e-10,0.006333095857647519,64.0,64.0,0.0,61.02261697269102,61.02261697269101,7.105427357601002e-15,67.12265391425365,0.5243957337051066,0.24904176629489339
low_height_first_10000,primary,8,128,0.55,97,31,0,0.7578125,0.2421875,0.0,0.9980525465796053,1e-10,0.008988509707503312,57.599999999999994,57.599999999999994,0.0,61.03736653695613,61.037366536956135,7.105427357601002e-15,54.35621141995378,0.4246579017183889,0.3331545982816111
low_height_first_10000,primary,8,128,0.6,93,35,0,0.7265625,0.2734375,0.0,0.9978755053595694,1e-10,0.0014625445209667243,51.2,51.199999999999996,7.105427357601002e-15,62.27256844067507,62.272568440675066,7.105427357601002e-15,42.09622415843271,0.32887675123775556,0.39768574876224444
low_height_first_10000,primary,8,128,0.65,90,38,0,0.703125,0.296875,0.0,0.9976984641395334,1e-10,0.0062408018609774185,44.8,44.8,0.0,64.72822268384783,64.72822268384782,1.4210854715202004e-14,31.007185378825998,0.2422436357720781,0.4608813642279219
low_height_first_10000,primary,8,128,0.7,85,43,0,0.6640625,0.3359375,0.0,0.99976191608883,1e-10,0.011929335857196577,38.400000000000006,38.400000000000006,0.0,68.40432926647439,68.40432926647439,0.0,21.556530351401257,0.16841039337032232,0.4956521066296777
low_height_first_10000,primary,8,128,0.75,83,45,0,0.6484375,0.3515625,0.0,1.1426020529523182,1.1426020529523182e-10,0.004158615240885677,32.0,31.999999999999993,7.105427357601002e-15,73.30088818855478,73.3008881885548,1.4210854715202004e-14,13.969817082787923,0.10913919595928065,0.5392983040407193
low_height_first_10000,primary,8,128,0.8,82,46,0,0.640625,0.359375,0.0,1.285442189815806,1.285442189815806e-10,0.007351812685188364,25.599999999999994,25.599999999999987,7.105427357601002e-15,79.41789945008904,79.41789945008901,2.842170943040401e-14,8.252043991819088,0.06446909368608662,0.5761559063139133
low_height_first_10000,primary,8,128,0.85,81,47,0,0.6328125,0.3671875,0.0,1.4282823266792937,1.4282823266792937e-10,0.001867024013507801,19.200000000000003,19.2,3.552713678800501e-15,86.75536305107704,86.75536305107704,0.0,4.249189756522188,0.033196794972829596,0.5996157050271704
low_height_first_10000,primary,8,128,0.9,78,50,0,0.609375,0.390625,0.0,1.5711224635427818,1.5711224635427818e-10,0.02028778708184764,12.799999999999997,12.799999999999988,8.881784197001252e-15,95.3132789915189,95.31327899151891,1.4210854715202004e-14,1.7189630000514264,0.013429398437901769,0.5959456015620982
