dataset,role,location_id,m,start_index_1based,end_index_1based,midpoint_index_1based,L,mean_spacing,rho2_finite,symmetry_max_abs_error,diagonal_max_abs_error,mu_min,mu_max,psd_tolerance,n_mu_below_negative_psd_tolerance,frobC2_points,frobC2_from_spectrum,frobC2_spectral_abs_error,D_C_points,frobC2_pair_prediction,D_C_pair_prediction,pair_prediction_abs_error_D,pair_prediction_rel_error_frob,n_crossings_lambda_0p10_0p95,crossing_min,crossing_max_finite
near_1e12,secondary_control,5,512,2531,3042,2786.5,511.0977898808387,1.0001913696298215,1.0015735689562035,0.0,0.0,0.0005340628470353379,3.1785100516329075,3.613547564365157e-11,0,994.7146181309736,994.7146181309733,2.2737367544323206e-13,0.9428019885370578,995.8902385697652,0.9450981222065726,-0.002296133669514866,-0.0011818670575089688,204,0.3146128166202483,1872.4388066894157
near_1e12,secondary_control,6,128,3356,3483,3419.5,127.72317399414396,1.0056942834184563,0.996493076590622,0.0,0.0,0.0004553065577589653,3.0289056857396908,8.608667729219208e-12,0,249.03396790151942,249.03396790151942,0.0,0.9455778742306205,247.72496681824134,0.9353513032675105,0.010226570963109971,0.005256315410738351,51,0.33015224102489327,2196.3224182889758
near_1e12,secondary_control,6,256,3292,3547,3419.5,255.70389816398665,1.0027603849568103,0.9984020132819353,0.0,0.0,0.00045530655775919066,3.0289056857396925,1.7217335458438426e-11,0,501.0622528023786,501.06225280237857,5.684341886080802e-14,0.9572744250092915,496.9343708767862,0.9411498862374461,0.016124538771845387,0.008238261618203508,100,0.33015224102489305,2196.322418287889
near_1e12,secondary_control,6,512,3164,3675,3419.5,510.9994542858103,0.999998932066165,1.0019590872133048,0.0,0.0,0.0004553065577585051,3.173434932968704,3.607777822445205e-11,0,995.574008691967,995.5740086919669,1.1368683772161603e-13,0.9444804857264981,995.9832062818684,0.9452796997692743,-0.000799214042776164,-0.00041101674644863364,205,0.31511596144954324,2196.322418291196
near_1e12,secondary_control,7,128,3988,4115,4051.5,126.88183190670043,0.9990695425724443,1.0097522044312335,0.0,0.0,0.0009275632079625097,3.1992465074746663,9.09280546316798e-12,0,250.14867599949667,250.1486759994966,8.526512829121202e-14,0.9542865312460678,248.51364078569765,0.9415128186382629,0.01277371260780491,0.006536253718977583,50,0.3125736005848929,1078.0936451722846
near_1e12,secondary_control,7,256,3924,4179,4051.5,254.17945089348314,0.9967821603666005,1.0104138054847256,0.0,0.0,0.000927563207962665,3.1992465074746796,1.8185610926336038e-11,0,496.7736613731165,496.7736613731165,0.0,0.9405221147387364,498.37466063367253,0.9467760181002833,-0.006253903361546964,-0.0032227941717577193,101,0.31257360058489164,1078.0936451721043
near_1e12,secondary_control,7,512,3796,4307,4051.5,511.62284555729775,1.001218875845984,0.9995188833697852,0.0,0.0,0.000453417314975388,3.1992465074746814,3.6371221852672096e-11,0,991.6090894832038,991.6090894832043,5.684341886080801e-13,0.9367365028968824,995.3944481637257,0.9441297815697767,-0.007393278672894299,-0.0038173900589139353,204,0.3125736005848914,2205.4737809346366
near_1e12,secondary_control,8,128,4621,4748,4684.5,127.15103107096911,1.0011892210312527,1.0054811151723404,0.0,0.0,9.420899605938256e-05,3.3870075977963907,9.62645457831397e-12,0,253.4023809380158,253.40238093801568,1.1368683772161603e-13,0.9797061010782484,248.26016552046804,0.9395325431286565,0.040173557949591876,0.02029268785286428,49,0.29524586855093166,10614.697553614435
near_1e12,secondary_control,8,256,4557,4812,4684.5,254.44530662418128,0.9978247318595345,1.0083034583233588,0.0,0.0,9.420899603145157e-05,3.387007597796397,1.9252909156627974e-11,0,501.2662364485353,501.26623644853544,1.1368683772161603e-13,0.9580712361270911,498.1222431704044,0.9457900123843921,0.012281223742699021,0.0062721026263530145,101,0.2952458685509311,10614.69755676147
near_1e12,secondary_control,8,512,4429,4940,4684.5,510.2523863274946,0.9985369595449992,1.0048952008607288,0.0,0.0,9.420899603129862e-05,3.3870075977964103,3.8505818313256104e-11,0,1004.6547606397319,1004.6547606397322,3.410605131648481e-13,0.9622163293744763,996.6906620515213,0.9466614493193775,0.015554880055098863,0.00792719937258779,203,0.29524586855092994,10614.697556778703
near_1e12,secondary_control,9,128,5253,5380,5316.5,126.79019212279309,0.9983479694708117,1.0112123633337655,0.0,0.0,0.00037843831077696654,3.1656698610446936,8.997374894319972e-12,0,249.5121806082429,249.5121806082429,0.0,0.9493139110018975,248.60017184317633,0.942188842524815,0.007125068477082497,0.0036551673062346296,51,0.3158889094234207,2642.438599693867
near_1e12,secondary_control,9,256,5189,5444,5316.5,255.44599270330673,1.0017489909933597,1.000419060523182,0.0,0.0,0.0003784383107760487,3.1656698610446896,1.799474978863992e-11,0,494.1962128944237,494.19621289442375,5.684341886080802e-14,0.9304539566188426,497.17683439467805,0.9420970093542111,-0.011643052735368586,-0.006031251196356528,104,0.31588890942342107,2642.438599700276
near_1e12,secondary_control,9,512,5061,5572,5316.5,510.62602193075236,0.999268144678576,1.003425133763262,0.0,0.0,0.00037843831077665044,3.2119124534027788,3.651521698660393e-11,0,994.7022182261076,994.7022182261072,3.410605131648481e-13,0.9427777699728663,996.3365795922043,0.945969882016024,-0.0031921120431577243,-0.0016430659710514944,206,0.3113409890548466,2642.4385996960746
near_1e12,secondary_control,10,128,5886,6013,5949.5,126.9287106704769,0.9994386666966685,1.0090064756912231,0.0,0.0,0.0014205791246284702,2.9467160282434444,8.375070672864935e-12,0,248.47219187832377,248.47219187832377,0.0,0.9411889990494045,248.46942340314655,0.9411673703370824,2.1628712322030452e-05,1.1141992012432576e-05,51,0.339360830977699,703.938261982791
near_1e12,secondary_control,10,256,5822,6077,5949.5,255.10325966570053,1.0004049398654924,1.0031090064890293,0.0,0.0,0.0014205791246285457,3.241324105761167,1.8424794380741598e-11,0,492.0159884105866,492.0159884105863,2.8421709430404007e-13,0.9219374547288539,497.4998026552127,0.9433586041219246,-0.021421149393070715,-0.011145601715791943,103,0.308515892694158,703.9382619827536
near_1e12,secondary_control,10,512,5694,6205,5949.5,510.26526006392214,0.9985621527669709,1.0048444954971787,0.0,0.0,0.0011967369998768214,3.2413241057611715,3.684958876148325e-11,0,989.3584481741802,989.3584481741804,1.1368683772161603e-13,0.9323407190901958,996.6784534135497,0.9466376043233393,-0.014296885233143541,-0.007398739307152284,206,0.30851589269415763,835.6054839976777
near_1e12,secondary_control,11,128,6518,6645,6581.5,127.44105665614916,1.0034728870562926,1.0009098501039904,0.0,0.0,0.0020149298409989596,2.8935865582678377,8.224067637081128e-12,0,246.51412937521576,246.51412937521582,5.684341886080802e-14,0.9258916357438731,247.98827074626158,0.9374083652051686,-0.01151672946129545,-0.0059799467672785895,51,0.34559187356697607,496.2951958189379
near_1e12,secondary_control,11,256,6454,6709,6581.5,255.06581802786695,1.0002581099132037,1.0034035249864932,0.0,0.0,0.0013461199567111936,3.1835095917365095,1.8096156917047833e-11,0,494.89781577703076,494.89781577703076,0.0,0.9331945928790264,497.5351375200327,0.9434966309376278,-0.010302038058601415,-0.005329022798092466,103,0.3141187331728848,742.8758447673378
near_1e12,secondary_control,11,512,6326,6837,6581.5,509.7376883225288,0.9975297227446748,1.0069255733141185,0.0,0.0,0.0008612665966906788,3.1835095917670118,3.6192313834442435e-11,0,993.1945570179337,993.1945570179334,2.2737367544323206e-13,0.9398331191756517,997.1792734705707,0.9476157684972084,-0.0077826493215567005,-0.004012020026168025,205,0.3141187331698751,1161.0806733273864
near_1e12,secondary_control,12,128,7151,7278,7214.5,126.71061704643216,0.9977213940663949,1.012482857786322,0.0,0.0,0.002465378211714031,3.058177957513008,8.691864529490113e-12,0,245.6383580203841,245.63835802038415,5.684341886080802e-14,0.9190496720342507,248.67541163327337,0.9427766533849482,-0.023726981350697507,-0.01236392246457393,49,0.3269920893724663,405.6172782125625
near_1e12,secondary_control,12,256,7087,7342,7214.5,255.44737931612417,1.001754428690683,1.000408199655234,0.0,0.0,0.0017161335159799995,3.058177957513024,1.7383729058980317e-11,0,495.4808296167872,495.4808296167872,0.0,0.9354719906905751,497.1755294997248,0.9420919121083,-0.006619921417724939,-0.0034203137268666727,99,0.3269920893724646,582.7052444861489
near_1e12,secondary_control,12,512,6959,7470,7214.5,511.2168120053466,1.000424289638643,1.001107248076342,0.0,0.0,0.00021914326562135226,3.1120842017234636,3.5380301161734034e-11,0,991.2307869462086,991.2307869462089,3.410605131648481e-13,0.9359976307543136,995.7777613170897,0.9448784400724408,-0.00888080931812718,-0.0045872005094691115,201,0.32132806671689756,4563.224871020471
near_1e12,secondary_control,13,128,7783,7910,7846.5,126.71263232203637,0.9977372623782391,1.0124506523820185,0.0,0.0,0.001965462485216442,2.9906672647360035,8.499987600134783e-12,0,253.1646990144329,253.1646990144328,8.526512829121202e-14,0.977849211050257,248.67350499218554,0.9427617577514495,0.03508745329880747,0.017740206433722868,52,0.33437353990908564,508.7861037906696
near_1e12,secondary_control,13,256,7719,7974,7846.5,255.48389690312706,1.0018976349142237,1.0001222334317155,0.0,0.0,0.0012719615728193287,3.1724420774294653,1.8033245381897502e-11,0,504.74933399093084,504.7493339909309,5.684341886080802e-14,0.9716770859020736,497.1411691016924,0.941957691803486,0.029719394098587593,0.015073154884787079,103,0.3152145809420956,786.1872727675882
near_1e12,secondary_control,13,512,7591,8102,7846.5,511.42298215510164,1.0008277537281833,1.000300257245987,0.0,0.0,0.0012661582194844648,3.1934467082269022,3.630528576908207e-11,0,1004.3548558708416,1004.3548558708414,1.1368683772161603e-13,0.9616305778727374,995.5830518807752,0.9444981482046391,0.01713242966809836,0.008733769681892592,207,0.31314128318591233,789.7907106800325
near_1e12,secondary_control,14,128,8416,8543,8479.5,127.19968973122923,1.0015723600884192,1.0047119937037339,0.0,0.0,0.0007261246995042854,3.0700002877298225,8.725465612911372e-12,0,246.34069043527754,246.34069043527757,2.842170943040401e-14,0.9245366440256058,248.2144627438504,0.9391754901863312,-0.014638846160725416,-0.007606426308467134,51,0.32573286849411714,1377.1739216179883
near_1e12,secondary_control,14,256,8352,8607,8479.5,254.56623308506278,0.998298953274756,1.007345738150294,0.0,0.0,0.0007261246995039753,3.0700002877298243,1.7450931225822753e-11,0,495.0387064483666,495.0387064483667,1.1368683772161603e-13,0.9337449470639321,498.00760308058466,0.9453421995335338,-0.011597252469601749,-0.005997302016075199,103,0.3257328684941169,1377.1739216185763
near_1e12,secondary_control,14,512,8224,8735,8479.5,510.86412691152145,0.9997341035450518,1.002489993356166,0.0,0.0,0.0001381952074607502,3.1319652128635784,3.5606322090456824e-11,0,991.5133594122537,991.5133594122539,1.1368683772161603e-13,0.9365495301020581,996.1112049119351,0.9455296970936233,-0.00898016699156523,-0.004637199747270067,207,0.3192883483803745,7236.140951443754
near_1e12,secondary_control,15,128,9048,9175,9111.5,126.57282914358802,0.996636449949512,1.0146884468551003,0.0,0.0,0.0028797123201796827,3.1166417219396805,8.85802854196436e-12,0,250.1035836173987,250.1035836173986,8.526512829121202e-14,0.9539342470109273,248.8059150378084,0.9437962112328782,0.01013803577804917,0.005188524533800484,50,0.320858183011693,347.25690930738665
near_1e12,secondary_control,15,256,8984,9239,9111.5,254.73604950214394,0.9989649000084077,1.0060031184023257,0.0,0.0,0.00281562411926796,3.116641945669431,1.7716058355685114e-11,0,497.8403665054186,497.8403665054186,0.0,0.9446889316617915,497.84679772590437,0.9447140536168139,-2.5121955022466835e-05,-1.291823829171456e-05,102,0.32085815997872275,355.16104339239433
near_1e12,secondary_control,15,512,8856,9367,9111.5,510.8898870526282,0.9997845147800943,1.0023889006029756,0.0,0.0,0.0011566136958688128,3.150141102293605,3.5812958029664576e-11,0,997.3934993162121,997.393499316212,1.1368683772161603e-13,0.9480341783519768,996.0868346115237,0.9454820988506323,0.0025520795013445063,0.001310079427612275,205,0.3174460976595315,864.5929090860632
near_1e12,secondary_control,16,128,9681,9808,9744.5,126.79609621189957,0.9983944583614139,1.0111181940481508,0.0,0.0,0.0014490695417556827,2.975505011127444,8.456893883497525e-12,0,249.359686129446,249.35968612944606,5.684341886080802e-14,0.9481225478862969,248.594593150014,0.9421452589844843,0.005977288901812594,0.003068230439762592,51,0.336077404091177,690.0980050884285
near_1e12,secondary_control,16,256,9617,9872,9744.5,255.6864829199476,1.0026920898821474,0.9985380236541311,0.0,0.0,0.0011913184303252921,3.0627708764503048,1.7409836780474874e-11,0,497.49894039426334,497.4989403942634,5.684341886080802e-14,0.9433552359150912,496.95072804371296,0.9412137814207537,0.002141454494337447,0.0011019367199373996,101,0.32650173334512755,839.4061357104564
near_1e12,secondary_control,16,512,9489,10000,9744.5,511.28465080947717,1.0005570465938889,1.000841605785318,0.0,0.0,0.001191318430325314,3.0627708764503008,3.48196735609497e-11,0,997.8722635042728,997.8722635042728,0.0,0.9489692646567829,995.7136762724517,0.9447532739696323,0.004215990687150617,0.002163189929982329,201,0.326501733345128,839.4061357104409
near_1e21,secondary_control,1,128,193,320,256.5,126.89662683248363,0.9991860380510522,1.0095167633732187,0.0,0.0,0.0019256453513978207,3.1667867696500496,9.000549339504146e-12,0,251.9369754719746,251.93697547197468,8.526512829121202e-14,0.9682576208748015,249.29900907993851,0.9476485084370196,0.02060911243778185,0.010470739307297606,50,0.3157774971096354,519.3064233110748
near_1e21,secondary_control,1,256,129,384,256.5,255.1519652509231,1.0005959421604826,1.0027260790204258,0.0,0.0,0.0008703460584700068,3.1863221715118772,1.81121445820729e-11,0,507.333995528941,507.33399552894105,5.684341886080802e-14,0.9817734200349257,499.05154075303426,0.9494200810665401,0.03235333896838566,0.016325448026149974,100,0.313841459266346,1148.9682641384206
near_1e21,secondary_control,1,512,1,512,256.5,511.9969769641612,1.00195103124102,0.9980586607741934,0.0,0.0,0.00047001577070466914,3.35505264896797,3.814253260506996e-11,0,1008.486659156611,1008.4866591566113,2.2737367544323206e-13,0.9697005061652559,998.2341185273608,0.9496760127487516,0.020024493416504363,0.010166263020102168,199,0.29805791581470553,2127.5881839044555
near_1e21,secondary_control,2,128,826,953,889.5,127.40608209193203,1.0031974967868664,1.0014594500932323,0.0,0.0,0.002579264179700125,3.006832730264863,8.545932616541628e-12,0,245.34658372907495,245.34658372907492,2.842170943040401e-14,0.916770185383398,248.81712933820938,0.9438838229547608,-0.02711363757136276,-0.014145481695260932,51,0.33257586627105556,387.7074740425635
near_1e21,secondary_control,2,256,762,1017,889.5,255.39434655644584,1.0015464570841013,1.0008237132853102,0.0,0.0,0.0012103852645950004,3.09552875269502,1.759604374851176e-11,0,495.9954780899176,495.9954780899176,0.0,0.9374823362887406,498.8216194813511,0.9485219510990277,-0.011039614810287146,-0.005697917655050005,100,0.3230465874785957,826.1832238469987
near_1e21,secondary_control,2,512,634,1145,889.5,510.2077517405635,0.9984496120167583,1.0050710313689528,0.0,0.0,0.001178037065608081,3.2331273436437353,3.675640236501448e-11,0,994.2199449969546,994.2199449969542,4.547473508864641e-13,0.941835830072177,999.9365152184907,0.9530010062861147,-0.011165176213937755,-0.005749804407266886,203,0.30929805532280696,848.8697250657546
near_1e21,secondary_control,3,128,1458,1585,1521.5,127.22680001935305,1.0017858269240398,1.0042838586001088,0.0,0.0,0.0040021164141371,3.050492627721965,8.670021508470327e-12,0,246.74940309835836,246.74940309835827,8.526512829121202e-14,0.9277297117059247,248.98627013272113,0.9452052354118838,-0.017475523705959173,-0.009065339191402714,49,0.32781590452384607,249.86779406705764
near_1e21,secondary_control,3,256,1394,1649,1521.5,254.97584204937993,0.9999052629387448,1.0041118128200726,0.0,0.0,0.0002175970221658451,3.0504926277219626,1.734004301694064e-11,0,493.26405535683347,493.26405535683335,1.1368683772161603e-13,0.9268127162376307,499.21888336192256,0.95007376313251,-0.02326104689487929,-0.012072292599511026,100,0.32781590452384635,4595.651126318419
near_1e21,secondary_control,3,512,1266,1777,1521.5,511.2024043265428,1.0003960945724908,1.0011636790900207,0.0,0.0,0.00021759692778539332,3.158383010321222,3.5906657675709785e-11,0,996.6170436170833,996.6170436170829,3.410605131648481e-13,0.9465176633146157,998.9886630884553,0.9511497325946392,-0.004632069280023465,-0.0023796697904789493,202,0.31661771125671534,4595.653119635301
near_1e21,secondary_control,4,128,2091,2218,2154.5,127.55747745348117,1.0043895862478833,0.999083637347536,0.0,0.0,0.0011121782066838804,3.3418414259575453,9.498084597105233e-12,0,250.32547641608392,250.32547641608397,5.684341886080802e-14,0.9556677845006556,248.67466566568055,0.9427708255131293,0.012896958987526297,0.006594657379816328,50,0.29923622115417037,899.1364818967674
near_1e21,secondary_control,4,256,2027,2282,2154.5,254.6746341674375,0.9987240555585783,1.006488376528709,0.0,0.0,0.00013696942258572438,3.4532098283597135,1.9629225268771014e-11,0,504.21760780713555,504.2176078071355,5.684341886080802e-14,0.9696000304966232,499.50560923174794,0.9511937860615154,0.018406244435107855,0.00934516863835894,102,0.2895856463130141,7300.899581248763
near_1e21,secondary_control,4,512,1899,2410,2154.5,510.34617708499877,0.9987205031017589,1.0045258781312871,0.0,0.0,0.0001369694191522663,3.453209828359833,3.9258450537543385e-11,0,998.803543441789,998.8035434417894,4.547473508864641e-13,0.9507881707847441,999.8043821162637,0.9527429338208275,-0.00195476303608344,-0.0010020375688956002,202,0.28958564631300404,7300.899764262846
near_1e21,secondary_control,5,128,2723,2850,2786.5,127.12866464815716,1.0010131074658044,1.0058349455869013,0.0,0.0,0.002127388928293691,3.2293650918636603,9.17840762856389e-12,0,246.19988355122507,246.19988355122504,2.842170943040401e-14,0.9234365902439459,249.07905508349995,0.9459301178398434,-0.02249352759589751,-0.011694447173350643,51,0.30965839152701746,470.05979334585857
near_1e21,secondary_control,5,256,2659,2914,2786.5,255.1301078670067,1.0005102269294381,1.0028978965129625,0.0,0.0,0.0007257187529363589,3.2293650918644823,1.8356815257132452e-11,0,497.53144253157404,497.531442531574,5.684341886080802e-14,0.9434821973889611,499.0722959242404,0.949501155954064,-0.006018958565102928,-0.003096997015557594,100,0.30965839152693864,1377.9442738028488
near_1e21,secondary_control,5,512,2531,3042,2786.5,510.75635998685493,0.9995232093676222,1.0029130782925295,0.0,0.0,0.0005454372997196062,3.2293650918644734,3.67136305142648e-11,0,1008.3323682125815,1008.3323682125815,0.0,0.9693991566651983,999.413264302518,0.9519790318408554,0.017420124824342853,0.00884540077382815,199,0.30965839152693947,1833.3912999973995
near_1e21,secondary_control,6,128,3356,3483,3419.5,126.99429236755304,0.9999550580122287,1.0079646135788372,0.0,0.0,0.0018165307007209912,3.1145305240479546,8.852028156661489e-12,0,249.8858499771532,249.8858499771532,0.0,0.9522332029465095,249.20633235252217,0.9469244715040794,0.005308731442430048,0.0027193121366943093,51,0.32107567810903975,550.4999170138409
near_1e21,secondary_control,6,256,3292,3547,3419.5,254.99096421678178,0.999964565556007,1.0039927192143947,0.0,0.0,0.0018165307007211196,3.114530524048076,1.7704056313323666e-11,0,497.22228117646443,497.2222811764643,1.1368683772161603e-13,0.9422745358455642,499.20450606502465,0.9500176018165025,-0.007743065970938323,-0.003986597068558796,101,0.32107567810902726,550.499917013802
near_1e21,secondary_control,6,512,3164,3675,3419.5,511.606394430667,1.0011866818604052,0.9995831651155634,0.0,0.0,0.0007489426190897867,3.266210325949935,3.7132512329093685e-11,0,998.2468787229233,998.2468787229233,0.0,0.9497009350057095,998.6047323250223,0.9503998678223091,-0.0006989328165996067,-0.0003584820646339588,204,0.3061652190782181,1335.2157755627943
near_1e21,secondary_control,7,128,3988,4115,4051.5,127.6661745591532,1.0052454689697103,0.9973830887218796,0.0,0.0,0.0017748104267114677,3.091398253206952,8.78628228863065e-12,0,247.04052513216737,247.04052513216737,0.0,0.9300041025950576,248.57258825262983,0.9419733457236705,-0.011969243128612916,-0.006201667194654785,52,0.3234782186224699,563.4404581749568
near_1e21,secondary_control,7,256,3924,4179,4051.5,255.53988109900547,1.0021171807804137,0.999684063816368,0.0,0.0,0.0017748104265875603,3.0913982532069557,1.7572564577261323e-11,0,499.43951673083365,499.43951673083376,1.1368683772161603e-13,0.9509356122298189,498.6837752841344,0.94798349720365,0.0029521150261688778,0.001513179116554627,102,0.3234782186224695,563.4404582142931
near_1e21,secondary_control,7,512,3796,4307,4051.5,510.3549976871086,0.9987377645540286,1.0044911554517766,0.0,0.0,0.0012209582872329486,3.091398253206946,3.514512915452253e-11,0,995.8471415161526,995.8471415161523,3.410605131648481e-13,0.9450139482737356,999.7959648874318,0.9527264939207651,-0.007712545647029501,-0.003965290662246736,205,0.32347821862247056,819.0287993100033
near_1e21,secondary_control,8,128,4621,4748,4684.5,126.50614391389809,0.9961113694007724,1.0157584749836275,0.0,0.0,0.0016061481004436356,2.944122317244221,8.367698902828297e-12,0,245.70989514933234,245.7098951493323,2.842170943040401e-14,0.9196085558541589,249.670966281814,0.9505544240766719,-0.030945868222512996,-0.016120926387902645,50,0.3396598008658918,622.6075912450347
near_1e21,secondary_control,8,256,4557,4812,4684.5,255.17864452142294,1.000700566750678,1.002516417260753,0.0,0.0,0.000691125680445626,3.112296331230093,1.7691356397506826e-11,0,490.51077118830943,490.5107711883096,1.7053025658242404e-13,0.9160576999543337,499.0262116538406,0.9493211392728149,-0.03326343931848119,-0.01736035366746731,102,0.3213061654719631,1446.914835164593
near_1e21,secondary_control,8,512,4429,4940,4684.5,510.64018722223136,0.9992958654055408,1.003369463987536,0.0,0.0,0.0006911256804455507,3.1122963312300933,3.538271279501365e-11,0,982.2747904322721,982.2747904322722,1.1368683772161603e-13,0.9185054500630314,999.5239737410138,0.9521952612129176,-0.03368981114988623,-0.017560445892285254,206,0.3213061654719631,1446.9148351647505
near_1e21,secondary_control,9,128,5253,5380,5316.5,127.67650910920474,1.005326843379565,0.9972216324232789,0.0,0.0,0.0018292675419106933,2.9891858593601435,8.495777192820649e-12,0,245.4189433924027,245.41894339240272,2.842170943040401e-14,0.9173354952531461,248.56289206930006,0.9418975942914067,-0.024562099038260676,-0.012810537904853078,52,0.33453925150510955,546.6668910308698
near_1e21,secondary_control,9,256,5189,5444,5316.5,254.15333849838953,0.9966797588172138,1.0106214413950059,0.0,0.0,0.0018292675296393745,3.0866176060608725,1.7545389744446267e-11,0,498.7588925104055,498.75889251040553,5.684341886080802e-14,0.9482769238687714,500.00344180686966,0.9531384445580846,-0.004861520689313226,-0.002495292445213337,104,0.3239792315175042,546.6668946980883
near_1e21,secondary_control,9,512,5061,5572,5316.5,509.97204378246715,0.9979883439970003,1.0060003293236675,0.0,0.0,0.0006463759658433878,3.127352426695188,3.5553880783199794e-11,0,993.4121804076427,993.4121804076426,1.1368683772161603e-13,0.9402581648586772,1000.1616736659362,0.9534407688787816,-0.013182604020104405,-0.006794252568479508,208,0.31975929270521786,1547.0872260777912
near_1e21,secondary_control,10,128,5886,6013,5949.5,127.0108675361671,1.000085571150922,1.007701548006718,0.0,0.0,0.0032003264970925753,2.999029307968446,8.523753956434479e-12,0,246.32846686203624,246.32846686203627,2.842170943040401e-14,0.9244411473596581,249.19061790653774,0.9468017023948261,-0.022360555035167984,-0.011619245964391671,51,0.33344122291269096,312.46811877115584
near_1e21,secondary_control,10,256,5822,6077,5949.5,255.50965499855556,1.001998647053159,0.9999205976428439,0.0,0.0,0.0010283590650925663,3.062759234237474,1.7409770602156836e-11,0,494.7313958827413,494.73139588274114,1.7053025658242404e-13,0.9325445151669582,498.7123912971384,0.948095278504447,-0.015550763337488727,-0.008046781440449898,103,0.32650297444910553,972.4229930427914
near_1e21,secondary_control,10,512,5694,6205,5949.5,511.33323673037285,1.0006521266739195,1.000651418653401,0.0,0.0,0.0010283590650925478,3.106737299897352,3.531951392571218e-11,0,991.5213889935053,991.5213889935051,2.2737367544323206e-13,0.93656521287794,998.8642605985431,0.9509067589815294,-0.014341546103589398,-0.007405661326672469,207,0.32188109372267826,972.4229930428088
near_1e21,secondary_control,11,128,6518,6645,6581.5,125.85847992277377,0.9910116529352265,1.0262394990438695,0.0,0.0,0.001218439984851592,3.167814171666805,9.00346939166299e-12,0,256.2105896060624,256.21058960606246,5.684341886080802e-14,1.0016452312973625,250.2929581776055,0.955413735762543,0.04623149553481953,0.023096748021054,50,0.31567508250454956,820.7215886154636
near_1e21,secondary_control,11,256,6454,6709,6581.5,255.08842541357808,1.0003467663277572,1.0032256782239883,0.0,0.0,0.00041782412823874305,3.167814171666797,1.8006938783325934e-11,0,505.3628755033634,505.3628755033635,1.1368683772161603e-13,0.9740737324350133,499.11188626379027,0.9496558057179307,0.02441792671708254,0.01236930835757746,102,0.31567508250455034,2393.3514902916377
near_1e21,secondary_control,11,512,6326,6837,6581.5,511.01788509241214,1.0000350001808458,1.0018868134957841,0.0,0.0,0.00041782058454976467,3.1678141716668007,3.6013877566651906e-11,0,1000.9611477279243,1000.9611477279245,2.2737367544323206e-13,0.9550022416561021,999.1642220021394,0.9514926210979284,0.0035096205581737205,0.0017952002731212652,206,0.31567508250455,2393.371789179752
near_1e21,secondary_control,12,128,7151,7278,7214.5,128.3573985744406,1.0106881777515007,0.9866698949587606,0.0,0.0,0.001653693589591822,3.0521918554086516,8.674851004027038e-12,0,248.8117054037835,248.81170540378346,2.842170943040401e-14,0.9438414484670585,247.92747909193042,0.9369334304057064,0.006908018061352106,0.0035537970788717716,54,0.3276334016251125,604.7069458900353
near_1e21,secondary_control,12,256,7087,7342,7214.5,254.06227940415192,0.9963226643300075,1.0113460099139475,0.0,0.0,0.0004686204918746911,3.3750330494063077,1.918484172964729e-11,0,503.4801466070789,503.480146607079,1.1368683772161603e-13,0.9667193226839019,500.0906113187867,0.9534789504640107,0.013240372219891272,0.006732212404270617,102,0.2962933948679131,2133.9229020898206
near_1e21,secondary_control,12,512,6959,7470,7214.5,509.8538699927367,0.997757084134514,1.0064667243270342,0.0,0.0,0.000446436175001175,3.375033049406316,3.8369683459294675e-11,0,1002.1233354921078,1002.1233354921075,3.410605131648481e-13,0.957272139633023,1000.2746366112697,0.9536613996313861,0.0036107400016369695,0.0018447817901878283,208,0.29629339486791234,2239.961848963893
near_1e21,secondary_control,13,128,7783,7910,7846.5,126.7772869665323,0.9982463540671834,1.0114182443408728,0.0,0.0,0.0031348458249636888,3.107970526582048,8.83338352247747e-12,0,247.0508501058772,247.0508501058772,0.0,0.9300847664521656,249.41244556653078,0.9485347309885217,-0.018449964536356056,-0.009559147275313885,52,0.32175337296384776,318.99495408568714
near_1e21,secondary_control,13,256,7719,7974,7846.5,255.2868295752496,1.0011248218637239,1.0016669076184979,0.0,0.0,0.001214658333645417,3.169086898307941,1.801417339668172e-11,0,496.36466645028815,496.36466645028815,0.0,0.9389244783214381,498.923555659715,0.9489201392957618,-0.009995660974323695,-0.005155260602505323,103,0.31554830526544614,823.2767785808646
near_1e21,secondary_control,13,512,7591,8102,7846.5,511.72092801920826,1.0014108180415033,0.9991357609601207,0.0,0.0,0.0012146583336451393,3.1690868983079366,3.602834679336339e-11,0,995.978668072262,995.9786680722623,2.2737367544323206e-13,0.9452708360786368,998.4959957940257,0.9501874917852065,-0.004916655706569628,-0.0025274916044497127,204,0.3155483052654466,823.2767785810529
near_1e21,secondary_control,14,128,8416,8543,8479.5,126.95553521516376,0.9996498835839667,1.0085801330376842,0.0,0.0,0.001127979436935601,3.2613545287054877,9.269327076439957e-12,0,249.88355136990788,249.88355136990788,0.0,0.9522152450774053,249.2430928160086,0.9472116626250673,0.005003582452338007,0.002563028060022969,49,0.3066210653267815,886.5409840419744
near_1e21,secondary_control,14,256,8352,8607,8479.5,254.54253614342997,0.9982060240918822,1.007533306991816,0.0,0.0,0.0011279794368947809,3.2613545287054864,1.853865415287991e-11,0,502.5247578914179,502.52475789141806,1.7053025658242404e-13,0.9629873355133511,499.63156937116776,0.951685817856124,0.01130151765722709,0.005757305435835413,99,0.3066210653267816,886.5409840740573
