dataset,lambda,location_id,abs_p_pos_128_256,abs_p_pos_256_512,abs_p_pos_128_512
near_1e12,0.65,10,0.0078125,0.001953125,0.009765625
near_1e12,0.65,11,0.01171875,0.0078125,0.00390625
near_1e12,0.65,12,0.01171875,0.0,0.01171875
near_1e12,0.65,13,0.01171875,0.009765625,0.001953125
near_1e12,0.65,14,0.015625,0.00390625,0.01171875
near_1e12,0.65,15,0.0,0.00390625,0.00390625
near_1e12,0.65,16,0.0078125,0.00390625,0.01171875
near_1e12,0.7,1,0.00390625,0.00390625,0.0078125
near_1e12,0.7,2,0.0,0.0,0.0
near_1e12,0.7,3,0.01171875,0.00390625,0.015625
near_1e12,0.7,4,0.0,0.001953125,0.001953125
near_1e12,0.7,5,0.015625,0.00390625,0.01171875
near_1e12,0.7,6,0.00390625,0.001953125,0.001953125
near_1e12,0.7,7,0.01171875,0.001953125,0.013671875
near_1e12,0.7,8,0.0,0.001953125,0.001953125
near_1e12,0.7,9,0.00390625,0.0078125,0.00390625
near_1e12,0.7,10,0.00390625,0.0,0.00390625
near_1e12,0.7,11,0.01171875,0.0,0.01171875
near_1e12,0.7,12,0.0078125,0.0,0.0078125
near_1e12,0.7,13,0.01171875,0.00390625,0.0078125
near_1e12,0.7,14,0.00390625,0.0,0.00390625
near_1e12,0.7,15,0.00390625,0.0,0.00390625
near_1e12,0.7,16,0.00390625,0.009765625,0.013671875
near_1e12,0.75,1,0.00390625,0.0,0.00390625
near_1e12,0.75,2,0.0,0.001953125,0.001953125
near_1e12,0.75,3,0.00390625,0.001953125,0.005859375
near_1e12,0.75,4,0.0,0.00390625,0.00390625
near_1e12,0.75,5,0.00390625,0.0,0.00390625
near_1e12,0.75,6,0.01171875,0.009765625,0.001953125
near_1e12,0.75,7,0.0,0.0,0.0
near_1e12,0.75,8,0.0078125,0.001953125,0.005859375
near_1e12,0.75,9,0.0078125,0.001953125,0.009765625
near_1e12,0.75,10,0.0078125,0.001953125,0.005859375
near_1e12,0.75,11,0.00390625,0.005859375,0.001953125
near_1e12,0.75,12,0.01171875,0.001953125,0.013671875
near_1e12,0.75,13,0.015625,0.0078125,0.0078125
near_1e12,0.75,14,0.0,0.0,0.0
near_1e12,0.75,15,0.0,0.00390625,0.00390625
near_1e12,0.75,16,0.0078125,0.0078125,0.015625
near_1e12,0.8,1,0.0078125,0.00390625,0.01171875
near_1e12,0.8,2,0.0078125,0.001953125,0.005859375
near_1e12,0.8,3,0.015625,0.00390625,0.01953125
near_1e12,0.8,4,0.0078125,0.0078125,0.0
near_1e12,0.8,5,0.0,0.001953125,0.001953125
near_1e12,0.8,6,0.00390625,0.00390625,0.0
near_1e12,0.8,7,0.0078125,0.00390625,0.00390625
near_1e12,0.8,8,0.00390625,0.00390625,0.0078125
near_1e12,0.8,9,0.00390625,0.005859375,0.009765625
near_1e12,0.8,10,0.00390625,0.0,0.00390625
near_1e12,0.8,11,0.00390625,0.01171875,0.0078125
near_1e12,0.8,12,0.01171875,0.00390625,0.015625
near_1e12,0.8,13,0.0,0.00390625,0.00390625
near_1e12,0.8,14,0.00390625,0.00390625,0.0
near_1e12,0.8,15,0.0,0.001953125,0.001953125
near_1e12,0.8,16,0.0,0.001953125,0.001953125
near_1e12,0.85,1,0.01171875,0.00390625,0.015625
near_1e12,0.85,2,0.0078125,0.00390625,0.01171875
near_1e12,0.85,3,0.00390625,0.005859375,0.009765625
near_1e12,0.85,4,0.0078125,0.001953125,0.005859375
near_1e12,0.85,5,0.00390625,0.001953125,0.001953125
near_1e12,0.85,6,0.00390625,0.00390625,0.0
near_1e12,0.85,7,0.00390625,0.0,0.00390625
near_1e12,0.85,8,0.00390625,0.001953125,0.005859375
near_1e12,0.85,9,0.00390625,0.0,0.00390625
near_1e12,0.85,10,0.00390625,0.001953125,0.005859375
near_1e12,0.85,11,0.00390625,0.0078125,0.00390625
near_1e12,0.85,12,0.00390625,0.001953125,0.005859375
near_1e12,0.85,13,0.0,0.005859375,0.005859375
near_1e12,0.85,14,0.00390625,0.005859375,0.001953125
near_1e12,0.85,15,0.015625,0.0078125,0.0078125
near_1e12,0.85,16,0.00390625,0.001953125,0.005859375
near_1e12,0.9,1,0.015625,0.0,0.015625
near_1e12,0.9,2,0.0,0.00390625,0.00390625
near_1e12,0.9,3,0.0078125,0.005859375,0.013671875
near_1e12,0.9,4,0.01171875,0.0,0.01171875
near_1e12,0.9,5,0.00390625,0.005859375,0.001953125
near_1e12,0.9,6,0.0,0.00390625,0.00390625
near_1e12,0.9,7,0.00390625,0.00390625,0.0078125
near_1e12,0.9,8,0.0078125,0.001953125,0.005859375
near_1e12,0.9,9,0.0078125,0.0,0.0078125
near_1e12,0.9,10,0.0078125,0.00390625,0.01171875
near_1e12,0.9,11,0.00390625,0.0078125,0.00390625
near_1e12,0.9,12,0.00390625,0.0078125,0.00390625
near_1e12,0.9,13,0.01171875,0.0078125,0.01953125
near_1e12,0.9,14,0.0078125,0.00390625,0.00390625
near_1e12,0.9,15,0.0078125,0.00390625,0.00390625
near_1e12,0.9,16,0.0,0.001953125,0.001953125
near_1e12,0.95,1,0.00390625,0.001953125,0.005859375
near_1e12,0.95,2,0.00390625,0.0078125,0.01171875
near_1e12,0.95,3,0.0,0.005859375,0.005859375
near_1e12,0.95,4,0.015625,0.00390625,0.01171875
near_1e12,0.95,5,0.00390625,0.00390625,0.0078125
near_1e12,0.95,6,0.0078125,0.009765625,0.001953125
near_1e12,0.95,7,0.00390625,0.00390625,0.0078125
near_1e12,0.95,8,0.01171875,0.001953125,0.013671875
near_1e12,0.95,9,0.0078125,0.00390625,0.00390625
near_1e12,0.95,10,0.00390625,0.0,0.00390625
near_1e12,0.95,11,0.00390625,0.001953125,0.001953125
near_1e12,0.95,12,0.00390625,0.005859375,0.009765625
near_1e12,0.95,13,0.00390625,0.001953125,0.001953125
near_1e12,0.95,14,0.00390625,0.001953125,0.005859375
near_1e12,0.95,15,0.0078125,0.001953125,0.009765625
near_1e12,0.95,16,0.00390625,0.001953125,0.005859375
near_1e21,0.1,1,0.0,0.0,0.0
near_1e21,0.1,2,0.0,0.0,0.0
near_1e21,0.1,3,0.0,0.0,0.0
near_1e21,0.1,4,0.0,0.0,0.0
near_1e21,0.1,5,0.0,0.0,0.0
near_1e21,0.1,6,0.0,0.0,0.0
near_1e21,0.1,7,0.0,0.0,0.0
near_1e21,0.1,8,0.0,0.0,0.0
near_1e21,0.1,9,0.0,0.0,0.0
near_1e21,0.1,10,0.0,0.0,0.0
near_1e21,0.1,11,0.0,0.0,0.0
near_1e21,0.1,12,0.0,0.0,0.0
near_1e21,0.1,13,0.0,0.0,0.0
near_1e21,0.1,14,0.0,0.0,0.0
near_1e21,0.1,15,0.0,0.0,0.0
near_1e21,0.1,16,0.0,0.0,0.0
near_1e21,0.15,1,0.0,0.0,0.0
near_1e21,0.15,2,0.0,0.0,0.0
near_1e21,0.15,3,0.0,0.0,0.0
near_1e21,0.15,4,0.0,0.0,0.0
near_1e21,0.15,5,0.0,0.0,0.0
near_1e21,0.15,6,0.0,0.0,0.0
near_1e21,0.15,7,0.0,0.0,0.0
near_1e21,0.15,8,0.0,0.0,0.0
near_1e21,0.15,9,0.0,0.0,0.0
near_1e21,0.15,10,0.0,0.0,0.0
near_1e21,0.15,11,0.0,0.0,0.0
near_1e21,0.15,12,0.0,0.0,0.0
near_1e21,0.15,13,0.0,0.0,0.0
near_1e21,0.15,14,0.0,0.0,0.0
near_1e21,0.15,15,0.0,0.0,0.0
near_1e21,0.15,16,0.0,0.0,0.0
near_1e21,0.2,1,0.0,0.0,0.0
near_1e21,0.2,2,0.0,0.0,0.0
near_1e21,0.2,3,0.0,0.0,0.0
near_1e21,0.2,4,0.0,0.0,0.0
near_1e21,0.2,5,0.0,0.0,0.0
near_1e21,0.2,6,0.0,0.0,0.0
near_1e21,0.2,7,0.0,0.0,0.0
near_1e21,0.2,8,0.0,0.0,0.0
near_1e21,0.2,9,0.0,0.0,0.0
near_1e21,0.2,10,0.0,0.0,0.0
near_1e21,0.2,11,0.0,0.0,0.0
near_1e21,0.2,12,0.0,0.0,0.0
near_1e21,0.2,13,0.0,0.0,0.0
near_1e21,0.2,14,0.0,0.0,0.0
near_1e21,0.2,15,0.0,0.0,0.0
near_1e21,0.2,16,0.0,0.0,0.0
near_1e21,0.25,1,0.0,0.0,0.0
near_1e21,0.25,2,0.0,0.0,0.0
near_1e21,0.25,3,0.0,0.0,0.0
near_1e21,0.25,4,0.0,0.0,0.0
near_1e21,0.25,5,0.0,0.0,0.0
near_1e21,0.25,6,0.0,0.0,0.0
near_1e21,0.25,7,0.0,0.0,0.0
near_1e21,0.25,8,0.0,0.0,0.0
near_1e21,0.25,9,0.0,0.0,0.0
near_1e21,0.25,10,0.0,0.0,0.0
near_1e21,0.25,11,0.0,0.0,0.0
near_1e21,0.25,12,0.0,0.0,0.0
near_1e21,0.25,13,0.0,0.0,0.0
near_1e21,0.25,14,0.0,0.0,0.0
near_1e21,0.25,15,0.0,0.0,0.0
near_1e21,0.25,16,0.0,0.0,0.0
near_1e21,0.3,1,0.0,0.001953125,0.001953125
near_1e21,0.3,2,0.0,0.0,0.0
near_1e21,0.3,3,0.0,0.0,0.0
near_1e21,0.3,4,0.0,0.001953125,0.001953125
near_1e21,0.3,5,0.0,0.0,0.0
near_1e21,0.3,6,0.0,0.0,0.0
near_1e21,0.3,7,0.0,0.0,0.0
near_1e21,0.3,8,0.0,0.0,0.0
near_1e21,0.3,9,0.0,0.0,0.0
near_1e21,0.3,10,0.0,0.0,0.0
near_1e21,0.3,11,0.0,0.0,0.0
near_1e21,0.3,12,0.00390625,0.001953125,0.001953125
near_1e21,0.3,13,0.0,0.0,0.0
near_1e21,0.3,14,0.0,0.001953125,0.001953125
near_1e21,0.3,15,0.0,0.0,0.0
near_1e21,0.3,16,0.0,0.0,0.0
near_1e21,0.35,1,0.00390625,0.009765625,0.005859375
near_1e21,0.35,2,0.0078125,0.001953125,0.009765625
near_1e21,0.35,3,0.0,0.00390625,0.00390625
near_1e21,0.35,4,0.0,0.009765625,0.009765625
near_1e21,0.35,5,0.00390625,0.00390625,0.0
near_1e21,0.35,6,0.00390625,0.001953125,0.001953125
near_1e21,0.35,7,0.00390625,0.00390625,0.0078125
near_1e21,0.35,8,0.0078125,0.00390625,0.01171875
near_1e21,0.35,9,0.0,0.009765625,0.009765625
near_1e21,0.35,10,0.0,0.00390625,0.00390625
near_1e21,0.35,11,0.01171875,0.0234375,0.03515625
near_1e21,0.35,12,0.0078125,0.001953125,0.005859375
near_1e21,0.35,13,0.0,0.0078125,0.0078125
near_1e21,0.35,14,0.00390625,0.001953125,0.001953125
near_1e21,0.35,15,0.0078125,0.005859375,0.013671875
near_1e21,0.35,16,0.00390625,0.001953125,0.005859375
near_1e21,0.4,1,0.0078125,0.001953125,0.005859375
near_1e21,0.4,2,0.0078125,0.001953125,0.009765625
near_1e21,0.4,3,0.00390625,0.015625,0.01953125
near_1e21,0.4,4,0.01171875,0.009765625,0.001953125
near_1e21,0.4,5,0.00390625,0.013671875,0.017578125
near_1e21,0.4,6,0.01171875,0.001953125,0.013671875
near_1e21,0.4,7,0.0234375,0.0,0.0234375
near_1e21,0.4,8,0.0,0.001953125,0.001953125
near_1e21,0.4,9,0.0078125,0.00390625,0.00390625
near_1e21,0.4,10,0.0078125,0.00390625,0.00390625
near_1e21,0.4,11,0.015625,0.00390625,0.01953125
near_1e21,0.4,12,0.0078125,0.005859375,0.013671875
near_1e21,0.4,13,0.0,0.01171875,0.01171875
near_1e21,0.4,14,0.0078125,0.001953125,0.009765625
near_1e21,0.4,15,0.00390625,0.00390625,0.0
near_1e21,0.4,16,0.0078125,0.001953125,0.009765625
near_1e21,0.45,1,0.01171875,0.0,0.01171875
near_1e21,0.45,2,0.0078125,0.0078125,0.0
near_1e21,0.45,3,0.015625,0.001953125,0.017578125
near_1e21,0.45,4,0.01171875,0.0078125,0.00390625
near_1e21,0.45,5,0.0,0.00390625,0.00390625
near_1e21,0.45,6,0.0,0.001953125,0.001953125
near_1e21,0.45,7,0.015625,0.005859375,0.009765625
near_1e21,0.45,8,0.00390625,0.00390625,0.0
near_1e21,0.45,9,0.0078125,0.001953125,0.005859375
near_1e21,0.45,10,0.0078125,0.0,0.0078125
near_1e21,0.45,11,0.01171875,0.0,0.01171875
near_1e21,0.45,12,0.015625,0.001953125,0.017578125
near_1e21,0.45,13,0.0,0.00390625,0.00390625
near_1e21,0.45,14,0.00390625,0.009765625,0.005859375
near_1e21,0.45,15,0.0078125,0.0078125,0.015625
near_1e21,0.45,16,0.0078125,0.009765625,0.001953125
near_1e21,0.5,1,0.0078125,0.001953125,0.009765625
near_1e21,0.5,2,0.0078125,0.0,0.0078125
near_1e21,0.5,3,0.0078125,0.01171875,0.00390625
near_1e21,0.5,4,0.0,0.005859375,0.005859375
near_1e21,0.5,5,0.0078125,0.001953125,0.005859375
near_1e21,0.5,6,0.0078125,0.005859375,0.001953125
near_1e21,0.5,7,0.0078125,0.009765625,0.017578125
near_1e21,0.5,8,0.0,0.0,0.0
near_1e21,0.5,9,0.00390625,0.00390625,0.0
near_1e21,0.5,10,0.00390625,0.001953125,0.005859375
near_1e21,0.5,11,0.0,0.00390625,0.00390625
near_1e21,0.5,12,0.00390625,0.00390625,0.0078125
near_1e21,0.5,13,0.00390625,0.0,0.00390625
near_1e21,0.5,14,0.00390625,0.001953125,0.005859375
near_1e21,0.5,15,0.0078125,0.0,0.0078125
near_1e21,0.5,16,0.0078125,0.001953125,0.005859375
near_1e21,0.55,1,0.0078125,0.005859375,0.013671875
near_1e21,0.55,2,0.00390625,0.0,0.00390625
near_1e21,0.55,3,0.0078125,0.0,0.0078125
near_1e21,0.55,4,0.0078125,0.005859375,0.001953125
near_1e21,0.55,5,0.00390625,0.005859375,0.009765625
near_1e21,0.55,6,0.0078125,0.001953125,0.009765625
near_1e21,0.55,7,0.0,0.005859375,0.005859375
near_1e21,0.55,8,0.0078125,0.001953125,0.009765625
near_1e21,0.55,9,0.01171875,0.005859375,0.017578125
near_1e21,0.55,10,0.01171875,0.001953125,0.009765625
near_1e21,0.55,11,0.00390625,0.009765625,0.013671875
near_1e21,0.55,12,0.015625,0.0078125,0.0078125
near_1e21,0.55,13,0.0078125,0.001953125,0.005859375
near_1e21,0.55,14,0.00390625,0.001953125,0.005859375
near_1e21,0.55,15,0.00390625,0.005859375,0.001953125
near_1e21,0.55,16,0.01171875,0.005859375,0.005859375
near_1e21,0.6,1,0.0,0.0,0.0
near_1e21,0.6,2,0.0078125,0.005859375,0.001953125
near_1e21,0.6,3,0.01171875,0.001953125,0.013671875
near_1e21,0.6,4,0.01171875,0.005859375,0.005859375
near_1e21,0.6,5,0.015625,0.001953125,0.013671875
near_1e21,0.6,6,0.00390625,0.009765625,0.013671875
near_1e21,0.6,7,0.00390625,0.00390625,0.0078125
near_1e21,0.6,8,0.00390625,0.00390625,0.0078125
near_1e21,0.6,9,0.00390625,0.001953125,0.005859375
near_1e21,0.6,10,0.0078125,0.00390625,0.00390625
near_1e21,0.6,11,0.0,0.009765625,0.009765625
near_1e21,0.6,12,0.00390625,0.00390625,0.0
near_1e21,0.6,13,0.0,0.001953125,0.001953125
near_1e21,0.6,14,0.00390625,0.001953125,0.001953125
near_1e21,0.6,15,0.00390625,0.013671875,0.009765625
near_1e21,0.6,16,0.0078125,0.001953125,0.005859375
near_1e21,0.65,1,0.0078125,0.0,0.0078125
near_1e21,0.65,2,0.0,0.001953125,0.001953125
near_1e21,0.65,3,0.01171875,0.0,0.01171875
near_1e21,0.65,4,0.00390625,0.00390625,0.0078125
near_1e21,0.65,5,0.0078125,0.00390625,0.01171875
near_1e21,0.65,6,0.0078125,0.005859375,0.001953125
near_1e21,0.65,7,0.00390625,0.001953125,0.001953125
near_1e21,0.65,8,0.015625,0.0078125,0.0234375
near_1e21,0.65,9,0.00390625,0.001953125,0.001953125
near_1e21,0.65,10,0.0,0.001953125,0.001953125
near_1e21,0.65,11,0.00390625,0.015625,0.01953125
near_1e21,0.65,12,0.0,0.00390625,0.00390625
near_1e21,0.65,13,0.0078125,0.00390625,0.01171875
near_1e21,0.65,14,0.0078125,0.001953125,0.005859375
near_1e21,0.65,15,0.00390625,0.005859375,0.001953125
near_1e21,0.65,16,0.00390625,0.005859375,0.009765625
near_1e21,0.7,1,0.0078125,0.001953125,0.005859375
near_1e21,0.7,2,0.0078125,0.001953125,0.009765625
near_1e21,0.7,3,0.0078125,0.001953125,0.005859375
near_1e21,0.7,4,0.01171875,0.00390625,0.015625
near_1e21,0.7,5,0.0078125,0.001953125,0.005859375
near_1e21,0.7,6,0.0,0.00390625,0.00390625
near_1e21,0.7,7,0.0,0.001953125,0.001953125
near_1e21,0.7,8,0.0078125,0.0,0.0078125
near_1e21,0.7,9,0.0,0.0,0.0
near_1e21,0.7,10,0.01171875,0.00390625,0.0078125
near_1e21,0.7,11,0.00390625,0.009765625,0.013671875
near_1e21,0.7,12,0.0078125,0.00390625,0.01171875
near_1e21,0.7,13,0.00390625,0.005859375,0.001953125
near_1e21,0.7,14,0.0,0.0078125,0.0078125
near_1e21,0.7,15,0.00390625,0.0,0.00390625
near_1e21,0.7,16,0.01171875,0.0,0.01171875
near_1e21,0.75,1,0.0078125,0.005859375,0.013671875
near_1e21,0.75,2,0.00390625,0.001953125,0.001953125
near_1e21,0.75,3,0.00390625,0.0,0.00390625
near_1e21,0.75,4,0.0078125,0.005859375,0.001953125
near_1e21,0.75,5,0.0,0.009765625,0.009765625
near_1e21,0.75,6,0.0,0.00390625,0.00390625
near_1e21,0.75,7,0.0078125,0.0078125,0.0
near_1e21,0.75,8,0.0,0.005859375,0.005859375
near_1e21,0.75,9,0.00390625,0.0,0.00390625
near_1e21,0.75,10,0.0078125,0.001953125,0.009765625
near_1e21,0.75,11,0.01171875,0.001953125,0.009765625
near_1e21,0.75,12,0.0078125,0.005859375,0.013671875
near_1e21,0.75,13,0.00390625,0.0,0.00390625
near_1e21,0.75,14,0.0078125,0.001953125,0.009765625
near_1e21,0.75,15,0.00390625,0.00390625,0.0078125
near_1e21,0.75,16,0.0,0.0078125,0.0078125
near_1e21,0.8,1,0.01171875,0.005859375,0.005859375
near_1e21,0.8,2,0.00390625,0.00390625,0.0
near_1e21,0.8,3,0.0078125,0.009765625,0.001953125
near_1e21,0.8,4,0.0,0.0,0.0
near_1e21,0.8,5,0.00390625,0.009765625,0.013671875
near_1e21,0.8,6,0.00390625,0.001953125,0.005859375
near_1e21,0.8,7,0.01171875,0.009765625,0.001953125
near_1e21,0.8,8,0.00390625,0.00390625,0.0078125
near_1e21,0.8,9,0.01171875,0.0078125,0.00390625
near_1e21,0.8,10,0.0078125,0.001953125,0.009765625
near_1e21,0.8,11,0.00390625,0.005859375,0.009765625
near_1e21,0.8,12,0.01171875,0.001953125,0.009765625
near_1e21,0.8,13,0.0078125,0.001953125,0.005859375
near_1e21,0.8,14,0.0078125,0.00390625,0.00390625
near_1e21,0.8,15,0.01171875,0.00390625,0.0078125
near_1e21,0.8,16,0.0,0.0078125,0.0078125
near_1e21,0.85,1,0.0078125,0.0,0.0078125
near_1e21,0.85,2,0.0,0.0,0.0
near_1e21,0.85,3,0.0,0.00390625,0.00390625
near_1e21,0.85,4,0.00390625,0.0,0.00390625
near_1e21,0.85,5,0.0078125,0.00390625,0.01171875
near_1e21,0.85,6,0.00390625,0.0,0.00390625
near_1e21,0.85,7,0.0078125,0.005859375,0.001953125
near_1e21,0.85,8,0.0078125,0.009765625,0.017578125
near_1e21,0.85,9,0.0,0.001953125,0.001953125
near_1e21,0.85,10,0.0078125,0.0,0.0078125
near_1e21,0.85,11,0.00390625,0.001953125,0.005859375
near_1e21,0.85,12,0.0078125,0.0,0.0078125
near_1e21,0.85,13,0.00390625,0.00390625,0.0078125
near_1e21,0.85,14,0.0,0.00390625,0.00390625
near_1e21,0.85,15,0.0078125,0.0078125,0.0
near_1e21,0.85,16,0.0,0.0078125,0.0078125
near_1e21,0.9,1,0.0078125,0.001953125,0.009765625
near_1e21,0.9,2,0.00390625,0.001953125,0.001953125
near_1e21,0.9,3,0.0078125,0.001953125,0.009765625
near_1e21,0.9,4,0.00390625,0.00390625,0.0
near_1e21,0.9,5,0.01171875,0.0,0.01171875
near_1e21,0.9,6,0.0,0.001953125,0.001953125
near_1e21,0.9,7,0.01171875,0.0078125,0.00390625
near_1e21,0.9,8,0.01171875,0.01171875,0.0234375
near_1e21,0.9,9,0.0,0.00390625,0.00390625
near_1e21,0.9,10,0.015625,0.005859375,0.021484375
near_1e21,0.9,11,0.0,0.00390625,0.00390625
near_1e21,0.9,12,0.015625,0.00390625,0.01953125
near_1e21,0.9,13,0.00390625,0.005859375,0.009765625
near_1e21,0.9,14,0.00390625,0.009765625,0.013671875
near_1e21,0.9,15,0.0,0.00390625,0.00390625
near_1e21,0.9,16,0.00390625,0.00390625,0.0078125
near_1e21,0.95,1,0.0,0.001953125,0.001953125
near_1e21,0.95,2,0.0078125,0.005859375,0.001953125
near_1e21,0.95,3,0.0078125,0.00390625,0.01171875
near_1e21,0.95,4,0.0078125,0.00390625,0.00390625
near_1e21,0.95,5,0.0078125,0.001953125,0.009765625
near_1e21,0.95,6,0.00390625,0.00390625,0.0
near_1e21,0.95,7,0.0078125,0.001953125,0.005859375
near_1e21,0.95,8,0.0078125,0.00390625,0.01171875
near_1e21,0.95,9,0.0,0.0,0.0
near_1e21,0.95,10,0.00390625,0.001953125,0.005859375
near_1e21,0.95,11,0.0078125,0.00390625,0.01171875
near_1e21,0.95,12,0.0234375,0.0078125,0.015625
near_1e21,0.95,13,0.00390625,0.00390625,0.0078125
near_1e21,0.95,14,0.00390625,0.009765625,0.013671875
near_1e21,0.95,15,0.0078125,0.001953125,0.009765625
near_1e21,0.95,16,0.0078125,0.0,0.0078125
