dataset,role,m,lambda,p_pos_mean,p_pos_sd_location,p_neg_mean,p_neg_sd_location,p_unres_mean,b_pos_mean,b_pos_sd_location,min_abs_H_eig_min,n_unres_total,bound_slack_mean
near_1e21,secondary_control,512,0.45,0.8248291015625,0.004661317393411676,0.1751708984375,0.004661317393411716,0.0,0.6117440136632587,0.003072458286540193,3.875110163664708e-05,0,0.21308508789924133
near_1e21,secondary_control,512,0.5,0.78125,0.0036365208447314713,0.21875,0.0036365208447314916,0.0,0.5133276151497166,0.003233046800359691,0.0003661006410176082,0,0.26792238485028347
near_1e21,secondary_control,512,0.55,0.7449951171875,0.005704050206773534,0.2550048828125,0.005704050206773535,0.0,0.41386685076093527,0.003140700221653506,0.00023608667046803866,0,0.33112826642656473
near_1e21,secondary_control,512,0.6,0.7166748046875,0.004423371797426541,0.2833251953125,0.004423371797426506,0.0,0.3191726408948083,0.002814596851266912,0.0001331906601207411,0,0.3975021637926917
near_1e21,secondary_control,512,0.65,0.69384765625,0.005592898852842336,0.30615234375,0.005592898852842331,0.0,0.2342061237629072,0.0023239790243783265,4.986850451227376e-05,0,0.45964153248709283
near_1e21,secondary_control,512,0.7,0.6739501953125,0.004861607601908518,0.3260498046875,0.004861607601908528,0.0,0.16229947534480174,0.0017622728483243138,0.0006589239146101988,0,0.5116507199676983
near_1e21,secondary_control,512,0.75,0.6546630859375,0.0054881885742471955,0.3453369140625,0.005488188574247185,0.0,0.104908515595899,0.0012174831810073492,9.970638966994017e-05,0,0.549754570341601
near_1e21,secondary_control,512,0.8,0.6392822265625,0.004550893015437274,0.3607177734375,0.00455089301543727,0.0,0.061850183038150874,0.0007524665049871298,0.00027963880426118415,0,0.5774320435243492
near_1e21,secondary_control,512,0.85,0.62646484375,0.005501205774551476,0.37353515625,0.0055012057745514676,0.0,0.03180520799741787,0.00039939046960263554,0.0003001161784222939,0,0.5946596357525821
near_1e21,secondary_control,512,0.9,0.6134033203125,0.006437169335030073,0.3865966796875,0.006437169335030098,0.0,0.0128554669155643,0.00016460578381290367,0.00014424116773403828,0,0.6005478533969357
near_1e21,secondary_control,512,0.95,0.6009521484375,0.005648044430047365,0.3990478515625,0.005648044430047367,0.0,0.002913522890900403,3.76832790531472e-05,0.00016368794354870708,0,0.5980386255465996
