dataset,role,m,lambda,p_pos_mean,p_pos_sd_location,p_neg_mean,p_neg_sd_location,p_unres_mean,b_pos_mean,b_pos_sd_location,min_abs_H_eig_min,n_unres_total,bound_slack_mean
near_1e12,secondary_control,512,0.75,0.655517578125,0.004446667009512799,0.344482421875,0.004446667009512815,0.0,0.1053075717683485,0.0008823530031978549,0.00010597313227367344,0,0.5502100063566515
near_1e12,secondary_control,512,0.8,0.6402587890625,0.005347367101691056,0.3597412109375,0.0053473671016910276,0.0,0.06209662609783008,0.000545258041192726,0.0004126001651829636,0,0.5781621629646699
near_1e12,secondary_control,512,0.85,0.6263427734375,0.005557261311079629,0.3736572265625,0.005557261311079635,0.0,0.03193594176901003,0.0002893790107789678,2.687489036046209e-05,0,0.59440683166849
near_1e12,secondary_control,512,0.9,0.613525390625,0.005330993774982864,0.386474609375,0.005330993774982863,0.0,0.01290932908493168,0.00011925742626164709,5.69319409574609e-05,0,0.6006160615400683
near_1e12,secondary_control,512,0.95,0.6005859375,0.0037057941330098233,0.3994140625,0.0037057941330098177,0.0,0.0029258513248183304,2.7300697524421946e-05,0.00016185610425889507,0,0.5976600861751817
near_1e21,secondary_control,128,0.1,1.0,0.0,0.0,0.0,0.0,0.9885317937818769,0.00027014576687146456,0.6658158574042454,0,0.011468206218123056
near_1e21,secondary_control,128,0.15,1.0,0.0,0.0,0.0,0.0,0.9715682283897684,0.0006578973533449555,0.49872378610636825,0,0.028431771610231638
near_1e21,secondary_control,128,0.2,1.0,0.0,0.0,0.0,0.0,0.9445279106151143,0.0012468163732897912,0.33163171480849085,0,0.05547208938488569
near_1e21,secondary_control,128,0.25,1.0,0.0,0.0,0.0,0.0,0.9054635720758608,0.0020344805527620483,0.16453964351061368,0,0.09453642792413922
near_1e21,secondary_control,128,0.3,0.99951171875,0.001953125000000023,0.00048828125,0.001953125,0.0,0.8528160598227124,0.0029784330689789033,0.0025524277872635004,0,0.14669565892728761
near_1e21,secondary_control,128,0.35,0.9677734375,0.01422790456213306,0.0322265625,0.014227904562133058,0.0,0.7858987166522678,0.003984356893547305,0.000240915807644293,0,0.1818747208477322
near_1e21,secondary_control,128,0.4,0.88623046875,0.014254690725592465,0.11376953125,0.01425469072559246,0.0,0.7054262297348627,0.004908431192819612,0.0009180753468018832,0,0.18080423901513737
near_1e21,secondary_control,128,0.45,0.82421875,0.011048543456039806,0.17578125,0.011048543456039808,0.0,0.6138990550631315,0.00558316432248114,0.00022021129574889553,0,0.2103196949368685
near_1e21,secondary_control,128,0.5,0.7841796875,0.0069145406496623684,0.2158203125,0.006914540649662372,0.0,0.5156052426154786,0.005865502581330363,0.002382586640562012,0,0.2685744448845214
near_1e21,secondary_control,128,0.55,0.7490234375,0.011718750000000003,0.2509765625,0.011718750000000002,0.0,0.4160891367775903,0.0056888145088557955,0.0007604801605807232,0,0.3329343007224097
near_1e21,secondary_control,128,0.6,0.72021484375,0.008661546025813855,0.27978515625,0.008661546025813848,0.0,0.3211724302263979,0.005090457445875284,6.347845907561656e-05,0,0.3990424135236021
near_1e21,secondary_control,128,0.65,0.69189453125,0.013370944064735725,0.30810546875,0.013370944064735726,0.0,0.23586340637685388,0.004197526537924689,0.00037822547987387267,0,0.4560311248731461
near_1e21,secondary_control,128,0.7,0.673828125,0.010862840424278241,0.326171875,0.010862840424278243,0.0,0.16356007833676398,0.0031794350951390247,0.0007126014172209594,0,0.510268046663236
near_1e21,secondary_control,128,0.75,0.65380859375,0.010173762945634135,0.34619140625,0.010173762945634143,0.0,0.10578155068599095,0.002194608079353716,0.00011882222226411443,0,0.5480270430640091
near_1e21,secondary_control,128,0.8,0.63720703125,0.007530725906729797,0.36279296875,0.007530725906729815,0.0,0.062390750659283435,0.0013554895768637955,0.002851566679840767,0,0.5748162805907165
near_1e21,secondary_control,128,0.85,0.625,0.008068715304598784,0.375,0.008068715304598784,0.0,0.03209249286523401,0.0007191325786785003,0.0014347540998759234,0,0.592907507134766
near_1e21,secondary_control,128,0.9,0.61376953125,0.012092562253259581,0.38623046875,0.012092562253259566,0.0,0.012973963985925116,0.00029630031223124085,0.00037960754389065876,0,0.6007955672640749
near_1e21,secondary_control,128,0.95,0.60302734375,0.009971782290909238,0.39697265625,0.009971782290909259,0.0,0.002940661854445803,6.782201098002128e-05,0.0011122143481280267,0,0.6000866818955541
near_1e21,secondary_control,256,0.1,1.0,0.0,0.0,0.0,0.0,0.9884282154292016,0.00021941954398485553,0.6546790171640287,0,0.011571784570798486
near_1e21,secondary_control,256,0.15,1.0,0.0,0.0,0.0,0.0,0.9713157975143825,0.0005344415179103065,0.482018525746043,0,0.028684202485617552
near_1e21,secondary_control,256,0.2,1.0,0.0,0.0,0.0,0.0,0.9440489662936641,0.0010130884197599456,0.3093580343280573,0,0.05595103370633589
near_1e21,secondary_control,256,0.25,1.0,0.0,0.0,0.0,0.0,0.9046807690429752,0.0016536572173042172,0.13669754291007163,0,0.0953192309570248
near_1e21,secondary_control,256,0.3,0.999267578125,0.002124631363552192,0.000732421875,0.0021246313635521767,0.0,0.8516675196333559,0.002422006957603331,0.0025524277872643886,0,0.14760005849164415
near_1e21,secondary_control,256,0.35,0.966552734375,0.010381001770248682,0.033447265625,0.01038100177024868,0.0,0.7843579888076216,0.003241828519842984,4.346984058534176e-05,0,0.18219474556737836
near_1e21,secondary_control,256,0.4,0.885498046875,0.009101786030874543,0.114501953125,0.00910178603087454,0.0,0.7035218658458225,0.003996335081476658,0.0006721938417337814,0,0.18197618102917745
near_1e21,secondary_control,256,0.45,0.824951171875,0.007969611626212186,0.175048828125,0.007969611626212174,0.0,0.6117248247098037,0.00454902303642252,0.0001367288158592439,0,0.21322634716519623
near_1e21,secondary_control,256,0.5,0.781982421875,0.00608819692226876,0.218017578125,0.00608819692226877,0.0,0.5133120249228038,0.004782724226493123,0.0003661165434658553,0,0.26867039695219624
near_1e21,secondary_control,256,0.55,0.74609375,0.008068715304598774,0.25390625,0.008068715304598786,0.0,0.41385620952579094,0.004642141140599145,0.0007231896925141701,0,0.33223754047420906
near_1e21,secondary_control,256,0.6,0.718017578125,0.007840931339089948,0.281982421875,0.00784093133908995,0.0,0.3191669354709604,0.004156765115264575,0.00045492488228482397,0,0.3988506426540396
near_1e21,secondary_control,256,0.65,0.694580078125,0.008932566884122571,0.305419921875,0.008932566884122558,0.0,0.23420424302611034,0.00342969944910909,0.0003214971523091137,0,0.46037583509888963
near_1e21,secondary_control,256,0.7,0.67333984375,0.007255537351955744,0.32666015625,0.0072555373519557565,0.0,0.16229986091887263,0.002599146394752022,0.000752529014989678,0,0.5110399828311274
near_1e21,secondary_control,256,0.75,0.65380859375,0.00830173860900785,0.34619140625,0.00830173860900786,0.0,0.10490977891068777,0.0017947686968072247,0.00011882220378423014,0,0.5488988148393122
near_1e21,secondary_control,256,0.8,0.6396484375,0.007614683081882015,0.3603515625,0.007614683081881998,0.0,0.06185142537338109,0.0011088526329248265,0.0007901095986480033,0,0.5777970121266189
near_1e21,secondary_control,256,0.85,0.626953125,0.006378879538497881,0.373046875,0.00637887953849786,0.0,0.03180603813626487,0.000588401322556189,0.0014030266440143713,0,0.5951470868637352
near_1e21,secondary_control,256,0.9,0.61474609375,0.007664615964979919,0.38525390625,0.007664615964979925,0.0,0.012855853398665218,0.00024246622909254788,0.00014424193013140574,0,0.6018902403513348
near_1e21,secondary_control,256,0.95,0.60302734375,0.0058593749999999905,0.39697265625,0.005859374999999997,0.0,0.002913616692699332,5.5503230655296655e-05,9.347145506555243e-05,0,0.6001137270573007
near_1e21,secondary_control,512,0.1,1.0,0.0,0.0,0.0,0.0,0.9884299486557938,0.00014771356493358407,0.6546790171640167,0,0.01157005134420621
near_1e21,secondary_control,512,0.15,1.0,0.0,0.0,0.0,0.0,0.9713199295719364,0.0003598406973538353,0.4820185257460251,0,0.028680070428063635
near_1e21,secondary_control,512,0.2,1.0,0.0,0.0,0.0,0.0,0.9440565285562688,0.0006822773705997736,0.3093580343280333,0,0.05594347144373125
near_1e21,secondary_control,512,0.25,1.0,0.0,0.0,0.0,0.0,0.9046924757093332,0.0011140595643344775,0.13669754291004177,0,0.09530752429066681
near_1e21,secondary_control,512,0.3,0.999267578125,0.0015746597164645907,0.000732421875,0.0015746597164645604,0.0,0.8516834097280637,0.001632446858135236,0.002552427787261502,0,0.1475841683969363
near_1e21,secondary_control,512,0.35,0.9700927734375,0.005557261311079612,0.0299072265625,0.005557261311079621,0.0,0.784377124824508,0.0021862915526707424,4.3469840586674025e-05,0,0.18571564861299195
near_1e21,secondary_control,512,0.4,0.8843994140625,0.00745328980589539,0.1156005859375,0.007453289805895384,0.0,0.7035423012881994,0.002697023160924153,0.00011348264113664186,0,0.18085711277430055
